timestamp,E_r,E_vr,rho,G_max,E_gap
0.01,0.0,0.0,0.0,0.0,0.0
0.02,0.0,0.0,0.0,0.0,0.0
0.03,0.0,0.0,0.0,0.0,0.0
0.04,0.0,0.0,0.0,0.0,0.0
0.05,0.054669004467579954,0.0,0.3906606825139069,4.086602598900838,1.245112058068879
0.060000000000000005,0.05298534455799146,0.0,0.3119088335480278,3.720915884314637,1.033459432842004
0.07,0.05298534455799146,0.0,0.3119088335480278,3.720915884314637,1.033459432842004
0.08,0.05298534455799146,0.0,0.3119088335480278,3.720915884314637,1.033459432842004
0.09,0.05298534455799146,0.0,0.3119088335480278,3.720915884314637,1.033459432842004
0.09999999999999999,0.05298534455799146,0.0,0.3119088335480278,3.720915884314637,1.033459432842004
0.10999999999999999,0.052902009953118063,0.050898971364046,0.31177703815689295,3.720070714393007,1.033087606132678
0.11999999999999998,0.052902009953118063,0.050898971364046,0.31177703815689295,3.720070714393007,1.033087606132678
0.12999999999999998,0.052902009953118063,0.050898971364046,0.31177703815689295,3.720070714393007,1.033087606132678
0.13999999999999999,0.052902009953118063,0.050898971364046,0.31177703815689295,3.720070714393007,1.033087606132678
0.15,0.052902009953118063,0.050898971364046,0.31177703815689295,3.720070714393007,1.033087606132678
0.16,0.05272289085852706,0.08949457609033891,0.31153474083188004,3.717947910477553,1.0321359419448344
0.17,0.05272289085852706,0.08949457609033891,0.31153474083188004,3.717947910477553,1.0321359419448344
0.18000000000000002,0.05272289085852706,0.08949457609033891,0.31153474083188004,3.717947910477553,1.0321359419448344
0.19000000000000003,0.05272289085852706,0.08949457609033891,0.31153474083188004,3.717947910477553,1.0321359419448344
0.20000000000000004,0.052514424326095786,0.11758604562966826,0.3112859304073262,3.7152133085187775,1.030865367708001
0.21000000000000005,0.052514424326095786,0.11758604562966826,0.3112859304073262,3.7152133085187775,1.030865367708001
0.22000000000000006,0.052514424326095786,0.11758604562966826,0.3112859304073262,3.7152133085187775,1.030865367708001
0.23000000000000007,0.052514424326095786,0.11758604562966826,0.3112859304073262,3.7152133085187775,1.030865367708001
0.24000000000000007,0.052514424326095786,0.11758604562966826,0.3112859304073262,3.7152133085187775,1.030865367708001
0.25000000000000006,0.05218137091708526,0.1503437464059847,0.31092095018582566,3.710475112084311,1.02860445293354
0.26000000000000006,0.05218137091708526,0.1503437464059847,0.31092095018582566,3.710475112084311,1.02860445293354
0.2700000000000001,0.05218137091708526,0.1503437464059847,0.31092095018582566,3.710475112084311,1.02860445293354
0.2800000000000001,0.05218137091708526,0.1503437464059847,0.31092095018582566,3.710475112084311,1.02860445293354
0.2900000000000001,0.05218137091708526,0.1503437464059847,0.31092095018582566,3.710475112084311,1.02860445293354
0.3000000000000001,0.05177507304792816,0.18005862798895592,0.31049980945315636,3.7042642083337167,1.025588979366607
0.3100000000000001,0.05177507304792816,0.18005862798895592,0.31049980945315636,3.7042642083337167,1.025588979366607
0.3200000000000001,0.05177507304792816,0.18005862798895592,0.31049980945315636,3.7042642083337167,1.025588979366607
0.3300000000000001,0.05177507304792816,0.18005862798895592,0.31049980945315636,3.7042642083337167,1.025588979366607
0.34000000000000014,0.05177507304792816,0.18005862798895592,0.31049980945315636,3.7042642083337167,1.025588979366607
0.35000000000000014,0.051302308259369926,0.20744089015557024,0.31002285856939377,3.6965753828722705,1.0218221170762787
0.36000000000000015,0.051302308259369926,0.20744089015557024,0.31002285856939377,3.6965753828722705,1.0218221170762787
0.37000000000000016,0.051302308259369926,0.20744089015557024,0.31002285856939377,3.6965753828722705,1.0218221170762787
0.38000000000000017,0.051302308259369926,0.20744089015557024,0.31002285856939377,3.6965753828722705,1.0218221170762787
0.3900000000000002,0.051302308259369926,0.20744089015557024,0.31002285856939377,3.6965753828722705,1.0218221170762787
0.4000000000000002,0.05076870747231694,0.23267779807368852,0.30949181473246207,3.687404152016835,1.017310586633688
0.4100000000000002,0.05076870747231694,0.23267779807368852,0.30949181473246207,3.687404152016835,1.017310586633688
0.4200000000000002,0.05076870747231694,0.23267779807368852,0.30949181473246207,3.687404152016835,1.017310586633688
0.4300000000000002,0.05076870747231694,0.23267779807368852,0.30949181473246207,3.687404152016835,1.017310586633688
0.4400000000000002,0.05076870747231694,0.23267779807368852,0.30949181473246207,3.687404152016835,1.017310586633688
0.45000000000000023,0.05017935526294033,0.25597409135604504,0.30890919996806016,3.676746240318471,1.0120637633851455
0.46000000000000024,0.05017935526294033,0.25597409135604504,0.30890919996806016,3.676746240318471,1.0120637633851455
0.47000000000000025,0.05017935526294033,0.25597409135604504,0.30890919996806016,3.676746240318471,1.0120637633851455
0.48000000000000026,0.05017935526294033,0.25597409135604504,0.30890919996806016,3.676746240318471,1.0120637633851455
0.49000000000000027,0.05017935526294033,0.25597409135604504,0.30890919996806016,3.676746240318471,1.0120637633851455
0.5000000000000002,0.04953901869321084,0.27744204525704874,0.3082778159980691,3.664597375211584,1.006093168038547
0.5100000000000002,0.04953901869321084,0.27744204525704874,0.3082778159980691,3.664597375211584,1.006093168038547
0.5200000000000002,0.04953901869321084,0.27744204525704874,0.3082778159980691,3.664597375211584,1.006093168038547
0.5300000000000002,0.04953901869321084,0.27744204525704874,0.3082778159980691,3.664597375211584,1.006093168038547
0.5400000000000003,0.04953901869321084,0.27744204525704874,0.3082778159980691,3.664597375211584,1.006093168038547
0.5500000000000003,0.048852249459307245,0.29722303070138156,0.3076013074984094,3.6509533032960153,0.9994124742932278
0.5600000000000003,0.048852249459307245,0.29722303070138156,0.3076013074984094,3.6509533032960153,0.9994124742932278
