run_timestamp_iso,propagation_method,k_prop,composition_mode,num_agents,encirclement_radius,sim_duration,init_radius_range,init_angles_equidistant,failure_enable,failure_mean_per_min,target_swarm_spin_enable,target_swarm_omega_ref,protection_angle_deg,experiment_reproducible,metrics_t0,metrics_e_thr,metrics_ma_w_sec,metrics_settle_window_sec,M1_P95_e_pooled,M2_P95_P95i,M3_P95_abs_dedt,M4_RMS_osc,M5_mean_v2,M6_Pr_sat,M7_settle_median,M7_settle_P95,M7_settled_frac
2026-05-01T20:54:00,kdv,1.5,blend,10,20.0,300.0,0.1,False,True,1.0,False,0.0,360.0,True,0.0,0.05,1.0,5.0,0.32600271780969053,0.37292219518562425,0.4327610980602754,0.014928184059873981,0.10060774673194263,0.0,8.034999999999872,56.48499999999732,1.0
2026-05-01T20:55:04,kdv,2.0,blend,10,20.0,300.0,0.1,False,True,1.0,False,0.0,360.0,True,0.0,0.05,1.0,5.0,0.3360975793020535,0.46394852330721376,0.4312037153293107,0.014913544290965051,0.10182703398630577,0.0,9.409999999999844,63.51249999999881,1.0
2026-05-01T20:56:14,kdv,2.5,blend,10,20.0,300.0,0.1,False,True,1.0,False,0.0,360.0,True,0.0,0.05,1.0,5.0,0.3862413953423937,0.4544924189755517,0.46421346988577916,0.014299529622871968,0.10492579276104215,0.0,9.709999999999837,60.41999999999728,1.0
2026-05-01T20:57:21,kdv,3.0,blend,10,20.0,300.0,0.1,False,True,1.0,False,0.0,360.0,True,0.0,0.05,1.0,5.0,0.4824309171628804,0.59153655830483,0.5563302774724643,0.01382842899215338,0.11087205579224853,0.0,22.33000000000069,29.465000000001805,1.0
2026-05-01T20:58:25,kdv,1.0,sum,10,20.0,300.0,0.1,False,True,1.0,False,0.0,360.0,True,0.0,0.05,1.0,5.0,0.3140810180018405,0.4753144884486198,0.37663093462819847,0.015333567733689898,0.09477323756017857,0.0,6.6099999999999035,30.627000000000123,1.0
2026-05-01T20:59:28,kdv,1.5,sum,10,20.0,300.0,0.1,False,True,1.0,False,0.0,360.0,True,0.0,0.05,1.0,5.0,0.3203795148044314,0.5326382295192403,0.36936172099169984,0.01568657113865789,0.09604075382672997,0.0,7.834999999999877,57.66999999999709,1.0
2026-05-01T21:00:33,kdv,2.0,sum,10,20.0,300.0,0.1,False,True,1.0,False,0.0,360.0,True,0.0,0.05,1.0,5.0,0.3476091159184125,0.5473641188688049,0.3779669819870663,0.014939145451585884,0.09822398198909688,0.0,9.10999999999985,71.22950000000063,1.0
2026-05-01T21:01:41,kdv,2.5,sum,10,20.0,300.0,0.1,False,True,1.0,False,0.0,360.0,True,0.0,0.05,1.0,5.0,0.4082135420499663,0.5304679171542512,0.4131481235012347,0.01453867544495512,0.09914491066893863,0.0,16.805000000000422,85.67950000000795,1.0
2026-05-01T21:02:52,kdv,3.0,sum,10,20.0,300.0,0.1,False,True,1.0,False,0.0,360.0,True,0.0,0.05,1.0,5.0,0.4513043304867014,0.47232289810715855,0.4625565712919827,0.014493961128309068,0.09775431353882975,0.0,33.85999999999882,107.01250000001782,1.0
2026-05-01T21:04:06,alarm,1.0,blend,10,20.0,300.0,0.1,False,True,1.0,False,0.0,360.0,True,0.0,0.05,1.0,5.0,0.2899174706138008,0.37892592057929547,0.3778893653278897,0.014695283158530827,0.09402215311046881,0.0,6.6099999999999035,7.887499999999876,1.0
2026-05-01T21:05:16,alarm,1.5,blend,10,20.0,300.0,0.1,False,True,1.0,False,0.0,360.0,True,0.0,0.05,1.0,5.0,0.289187337825778,0.3780184923012968,0.3781125555395017,0.01466114692973115,0.09401190203065994,0.0,6.584999999999904,7.859999999999877,1.0
2026-05-01T21:06:24,alarm,2.0,blend,10,20.0,300.0,0.1,False,True,1.0,False,0.0,360.0,True,0.0,0.05,1.0,5.0,0.2900674685928496,0.376919304320107,0.3789245612669942,0.014690312895610668,0.09409506668541079,0.0,6.584999999999904,7.859999999999877,1.0
2026-05-01T21:07:30,alarm,2.5,blend,10,20.0,300.0,0.1,False,True,1.0,False,0.0,360.0,True,0.0,0.05,1.0,5.0,0.2892101471151686,0.37557640101648454,0.37882674235689084,0.014665876474318728,0.09411334966226517,0.0,6.584999999999904,7.859999999999877,1.0
2026-05-01T21:08:41,alarm,3.0,blend,10,20.0,300.0,0.1,False,True,1.0,False,0.0,360.0,True,0.0,0.05,1.0,5.0,0.29198849228290635,0.376578796414516,0.3805427087995281,0.014666496326722457,0.09418228777628739,0.0,6.584999999999904,7.859999999999877,1.0
2026-05-01T21:09:50,alarm,1.0,sum,10,20.0,300.0,0.1,False,True,1.0,False,0.0,360.0,True,0.0,0.05,1.0,5.0,0.298500358419769,0.44938482493803333,0.39447560280479865,0.014931875337784449,0.0940029938765604,0.0,6.509999999999906,7.909999999999876,1.0
2026-05-01T21:11:02,alarm,1.5,sum,10,20.0,300.0,0.1,False,True,1.0,False,0.0,360.0,True,0.0,0.05,1.0,5.0,0.30235217250574575,0.38621820632977505,0.3831786545516139,0.014991059871281368,0.09483857520752068,0.0,6.559999999999905,7.909999999999876,1.0
2026-05-01T21:12:12,alarm,2.0,sum,10,20.0,300.0,0.1,False,True,1.0,False,0.0,360.0,True,0.0,0.05,1.0,5.0,0.3188077279112307,0.4598158781985865,0.3912785854482699,0.01525387352549307,0.0938667422755806,0.0,6.009999999999916,7.72999999999988,1.0
2026-05-01T21:13:22,alarm,2.5,sum,10,20.0,300.0,0.1,False,True,1.0,False,0.0,360.0,True,0.0,0.05,1.0,5.0,0.29350322715982613,0.37881945514715554,0.3820917586517658,0.014775523074238857,0.09442062028238281,0.0,6.484999999999906,7.909999999999876,1.0
2026-05-01T21:14:33,alarm,3.0,sum,10,20.0,300.0,0.1,False,True,1.0,False,0.0,360.0,True,0.0,0.05,1.0,5.0,0.2926198985079664,0.37680497950423053,0.3796271737524692,0.014679771018033418,0.09439435887997956,0.0,6.484999999999906,7.909999999999876,1.0
2026-05-01T21:15:41,burgers,1.0,blend,10,20.0,300.0,0.1,False,True,1.0,False,0.0,360.0,True,0.0,0.05,1.0,5.0,0.29931978101865697,0.4652946304435948,0.39386220691627205,0.015234206095196823,0.09494271691805108,0.0,6.334999999999909,7.797499999999878,1.0
2026-05-01T21:16:50,burgers,1.5,blend,10,20.0,300.0,0.1,False,True,1.0,False,0.0,360.0,True,0.0,0.05,1.0,5.0,0.3050731216823577,0.4455690731695678,0.39718389972069795,0.015037997991803045,0.09514056929162473,0.0,5.984999999999917,7.564999999999883,1.0
2026-05-01T21:17:59,burgers,2.0,blend,10,20.0,300.0,0.1,False,True,1.0,False,0.0,360.0,True,0.0,0.05,1.0,5.0,0.3116579791368729,0.4902059710613622,0.38172284788168426,0.015247028439947501,0.09647418077610445,0.0,5.784999999999921,7.487499999999884,1.0
2026-05-01T21:19:08,burgers,2.5,blend,10,20.0,300.0,0.1,False,True,1.0,False,0.0,360.0,True,0.0,0.05,1.0,5.0,0.3207453229606485,0.48304780770896183,0.3640060841338584,0.015257075850241717,0.09739504571301635,0.0,5.784999999999921,7.464999999999885,1.0
2026-05-01T21:20:15,burgers,3.0,blend,10,20.0,300.0,0.1,False,True,1.0,False,0.0,360.0,True,0.0,0.05,1.0,5.0,0.3223370459999751,0.47609530972610786,0.36248337264258257,0.015216327141725855,0.09795948958585103,0.0,5.609999999999925,7.374999999999887,1.0
2026-05-01T21:21:24,burgers,1.0,sum,10,20.0,300.0,0.1,False,True,1.0,False,0.0,360.0,True,0.0,0.05,1.0,5.0,0.2991223822298367,0.464980521173574,0.3929849767071352,0.01525604416206284,0.09490583807919002,0.0,6.009999999999916,7.592499999999882,1.0
2026-05-01T21:22:32,burgers,1.5,sum,10,20.0,300.0,0.1,False,True,1.0,False,0.0,360.0,True,0.0,0.05,1.0,5.0,0.3045588021075114,0.44438897054023624,0.39521964836781753,0.015064580098734237,0.09504500432958081,0.0,5.909999999999918,7.564999999999883,1.0
2026-05-01T21:23:42,burgers,2.0,sum,10,20.0,300.0,0.1,False,True,1.0,False,0.0,360.0,True,0.0,0.05,1.0,5.0,0.3224733489242223,0.4840107872255205,0.3665948045243932,0.015221147896239098,0.0968152831878949,0.0,5.784999999999921,7.537499999999883,1.0
2026-05-01T21:24:52,burgers,2.5,sum,10,20.0,300.0,0.1,False,True,1.0,False,0.0,360.0,True,0.0,0.05,1.0,5.0,0.3207768355989288,0.48054178732459085,0.3616262628614057,0.015237799191570481,0.09734414461931905,0.0,5.784999999999921,7.464999999999885,1.0
2026-05-01T21:26:02,burgers,3.0,sum,10,20.0,300.0,0.1,False,True,1.0,False,0.0,360.0,True,0.0,0.05,1.0,5.0,0.3219082347200253,0.47754517769231347,0.3618026225152243,0.015180491152084528,0.09790846770618668,0.0,5.609999999999925,7.374999999999887,1.0
