run_timestamp_iso,propagation_method,k_prop,composition_mode,num_agents,encirclement_radius,sim_duration,init_radius_range,init_angles_equidistant,failure_enable,failure_mean_per_min,target_swarm_spin_enable,target_swarm_omega_ref,protection_angle_deg,experiment_reproducible,metrics_t0,metrics_e_thr,metrics_ma_w_sec,metrics_settle_window_sec,M1_P95_e_pooled,M2_P95_P95i,M3_P95_abs_dedt,M4_RMS_osc,M5_mean_v2,M6_Pr_sat,M7_settle_median,M7_settle_P95,M7_settled_frac
2026-05-01T19:47:19,kdv,5.0,sum,10,20.0,300.0,0.2,False,True,1.0,False,0.0,360.0,True,0.0,0.05,1.0,5.0,0.91092586648025,0.936207521505828,0.7736703227643983,0.013359503026104702,0.11071424803940523,0.0,77.25500000000821,199.53049999996344,1.0
2026-05-01T19:53:56,kdv,5.0,sum,10,20.0,300.0,0.2,False,True,1.0,False,0.0,360.0,True,0.0,0.05,1.0,5.0,0.9172419371873533,0.9333795547557262,0.4072439149202079,0.02751337349455767,0.10653338705202227,0.0,218.0099999999467,269.66299999989974,0.4
