tau_fit,tau_fit_r2,egap_final,egap_late_std,settled,effort_mean_v2,sat_frac,fairness_p95,method,N,tau_xy,loss,delay,repeats,seed,agent_state_timeout
21.684866317872576,0.938038209804526,0.0002197108135815,7.09537175937149e-05,True,1.6559446557575035e-05,0.0,0.008887399974472769,baseline,24,1.0,0.0,0.1,2,0,0.2
3.2376386528909205,0.9834788498822219,4.0249111161425646e-05,1.2998111096561926e-05,True,3.6619811870071405e-05,0.0,0.015521692209982996,B2,24,1.0,0.0,0.1,2,0,0.2
