method,rate_total,seed,t_fail,node,w_e,gap_next,gap_prev,lb_max,w_clip_floor,w_full,gmax_pre,egap_pre,alive_pre,gmax_peak,t_peak_rel,gmax_first,alive_first,gap_rad_first,floor_first,gap_rad_peak,alive_peak,arc_peak_m,geom_floor,n_concurrent,peak_late,m_nvals,m_shift,m_unstable,isolated,rel_floor,at_floor,above_floor,below_floor,range_aa,c_hops,fd_timeout
baseline,12.0,0,112.69999999999833,23,1.299999999999912,1.299999999999912,0.10000000000000853,1.1818540521767722,False,False,1.2355746909120802,0.1763481697691725,23.0,1.2336991526711696,0.09999999999739373,1.1794966586227855,22.0,0.3368634579693683,1.9090909090909092,0.3370243647627564,23.0,6.740487295255128,1.9130434782608696,1,False,2,0.0,True,False,0.6448881934417477,False,False,True,8.4,1.608872490863482,0.25
baseline,12.0,0,115.19999999999764,22,1.5,5.500000000000682,1.199999999999406,1.100402306151164,False,True,1.150420592794399,0.1345182627408637,23.0,2.0677684374902445,0.2999999999979366,2.0677684374902445,22.0,0.5905532847767452,1.9090909090909092,0.5905532847767452,22.0,11.811065695534904,1.9090909090909092,0,False,2,-1.0,False,True,1.083116800590128,False,True,False,8.4,1.608872490863482,0.25
baseline,12.0,0,121.59999999999737,25,1.5,1.6000000000002785,0.8999999999990393,1.1588156884901941,False,True,1.211489128876112,0.1606927106348016,23.0,2.1931856890649324,0.2999999999978513,2.192260727569316,22.0,0.6261081996804707,1.9090909090909092,0.6263723680658781,22.0,12.527447361317563,1.9090909090909092,1,False,2,-1.0,False,False,1.1488115514149646,False,True,False,8.4,1.608872490863482,0.25
baseline,12.0,0,134.29999999999666,20,1.5,6.100000000000108,4.6999999999993065,1.0389534021080702,False,True,1.0841252891562472,0.0638506975660541,24.0,1.9516739483396095,0.29999999999969873,1.9515787498796453,23.0,0.5331361272629431,1.9130434782608696,0.5331621337657655,23.0,10.66324267531531,1.9130434782608696,0,False,2,-1.0,False,True,1.0201932002684322,False,True,False,8.4,1.608872490863482,0.25
baseline,12.0,0,140.39999999999677,2,0.8999999999999488,0.8999999999999488,6.100000000000108,1.0917348480729492,False,False,1.1413591593489922,0.06611514212545,23.0,1.7270057644885035,0.3000000000009777,1.7266827493232422,22.0,0.4931394400321931,1.9090909090909092,0.4932316929476643,22.0,9.864633858953285,1.9090909090909092,0,False,2,-1.0,False,True,0.9046220671130256,False,False,True,8.4,1.608872490863482,0.25
baseline,12.0,0,141.29999999999671,8,0.9999999999999432,0.9999999999999432,0.8999999999999488,1.4533836197249375,False,False,1.522592363521363,0.1248563339830104,22.0,1.805397968726821,0.25000000000122213,1.805397968726821,21.0,0.5401738090817254,1.9047619047619047,0.5401738090817254,21.0,10.803476181634508,1.9047619047619047,1,False,2,-1.0,False,False,0.9478339335815811,False,False,True,8.4,1.608872490863482,0.25
baseline,12.0,0,142.8999999999962,19,1.5,5.500000000000568,0.5999999999995396,1.2973823757305345,False,True,1.35916248886056,0.2037281988691748,22.0,1.5357912413264925,0.20000000000209184,1.5357912413264925,21.0,0.4595076648760816,1.9047619047619047,0.4595076648760816,21.0,9.190153297521631,1.9047619047619047,1,False,2,-1.0,False,False,0.8062904016964086,False,False,True,8.4,1.608872490863482,0.25
B2,12.0,0,52.600000000000506,22,1.5,8.0,27.20000000000053,0.9750561478360757,False,True,1.017449893394166,0.0121764638464853,24.0,1.9449748555787816,0.24999999999862865,1.9449748555787816,23.0,0.5313320624089712,1.9130434782608696,0.5313320624089712,23.0,10.626641248179425,1.9130434782608696,0,False,2,-1.0,False,True,1.0166914017798176,True,False,False,8.4,1.608872490863482,0.25
B2,12.0,0,66.80000000000048,2,1.5,5.09999999999971,6.199999999999974,1.0684991878694428,False,True,1.114955674298549,0.0646972536796804,24.0,2.0256760715833497,0.2999999999978513,2.0256760715833497,23.0,0.5533781795685986,1.9130434782608696,0.5533781795685986,23.0,11.067563591371972,1.9130434782608696,0,False,2,-1.0,False,True,1.05887612832766,False,True,False,8.4,1.608872490863482,0.25
B2,12.0,0,71.90000000000019,15,1.5,2.90000000000029,5.09999999999971,1.4695628143496333,False,True,1.5363611240927983,0.2067720950897015,23.0,1.6175043596925556,0.2999999999978513,1.6175043596925556,22.0,0.461958164869054,1.9090909090909092,0.461958164869054,22.0,9.23916329738108,1.9090909090909092,0,False,2,-1.0,False,True,0.8472641884103862,False,False,True,8.4,1.608872490863482,0.25
B2,12.0,0,75.39999999999999,24,1.5,3.099999999999824,0.5999999999995111,1.3075163109787844,False,True,1.3669488705687292,0.1879322783270935,23.0,2.050962416325686,0.2999999999978513,2.050962416325686,22.0,0.5857534963561406,1.9090909090909092,0.5857534963561406,22.0,11.715069927122812,1.9090909090909092,1,False,2,-1.0,False,False,1.074313646646788,False,True,False,8.4,1.608872490863482,0.25
B2,12.0,0,78.49999999999982,5,0.6,0.10000000000002274,3.099999999999824,1.4516484296696444,True,False,1.520774545368199,0.2068764913604824,22.0,2.309389851313632,0.4499999999978428,1.8646895058006163,21.0,0.5579137954903999,1.9047619047619047,0.725516219116173,20.0,14.51032438232346,1.9,1,False,3,-2.0,True,False,1.2154683427966484,False,True,False,8.4,1.608872490863482,0.25
