egap_peak,tau_fit,tau_fit_r2,t_05pct,method,tau_xy,delta_scale
0.195826004944498,8.278131949690776,0.9340177552420611,19.25000000000099,baseline,0.2,
0.195826004944498,5.796813599525298,0.7785484584747409,12.569999999999947,dual_pulse,0.2,0.5
0.195826004944498,1.360244691028003,0.8934269881820872,4.60999999999984,dual_pulse,0.2,0.75
0.195826004944498,1.1370520999881304,0.8472249382722143,3.219999999999869,dual_pulse,0.2,1.0
0.1958770779830875,7.853540978412367,0.9388036167671705,18.940000000000943,baseline,0.5,
0.1958770779830875,2.8796815741776203,0.8555501912166943,8.139999999999764,dual_pulse,0.5,0.5
0.1958770779830875,1.4580894699973894,0.9286069942593309,4.429999999999843,dual_pulse,0.5,0.75
0.1958770779830875,4.349399226682123,0.8538172961128024,10.899999999999704,dual_pulse,0.5,1.0
