t_fail,egap_pre,gmax_pre,alive_pre,dp_completed,dp_self_shift,dp_coverage,dp_hop_sum_ok_frac,dp_hop_sum_median,gmax_peak,gap_peak_deg,alive_at_peak,t_close_125,t_close_110,breach_area_125,gmax_final,egap_final,alive_final,assert_alive_min,assert_roles_agent,assert_matrix_differs,comm_marker,method,N,radius,range_aa,range_at,c_hops,c_hops_post,tau_xy,seed,victim,agent_state_timeout,dt,git_commit,git_dirty,experiment_seed,control_period,k_e_tau,composition_mode,num_agents,encirclement_radius,sim_duration,protection_angle_deg,dual_pulse_integration,dual_pulse_delta_scale,dual_pulse_ttl_hops,dual_pulse_t_ff,dual_pulse_multiplicity,dual_pulse_consume_ff_only,communication_delay,communication_failure_rate,communication_range,comm_role_aware_ranges,comm_range_agent_agent,comm_range_agent_target,broadcast_repeats,deterministic_failure_enable,deterministic_failure_agent_id,deterministic_failure_agent_ids,deterministic_failure_time,deterministic_failure_off_time,failure_enable,failure_mean_per_min,experiment_reproducible,vm_tau_xy,vm_max_speed_xy,target_motion_speed_xy,target_swarm_spin_enable,target_swarm_omega_ref,init_radius_range,init_angles_equidistant
5.099999999999998,0.0036901202175462,1.0062912103315271,24.0,0,0,0.0,,,1.9102481072367357,29.89953559153151,23.0,3.2999999999999954,8.050000000000063,0.7650577058659842,1.002208136643828,0.0015608402088432,23.0,23.0,24,True,"[comm] role_aware=1 roles={adversary:1,agent:24,target:1} matrix={agent>agent:8.4,agent>target:200,target>agent:200} default=200 differs=1",baseline,24,20.0,8.4,200.0,1.608872490863482,1.5422278611818216,1.0,2,16,0.25,0.05,f96d319,False,2,0.05,10.416667,sum,24,20.0,95.0,360.0,B2,1.0,72,1.0,True,True,0.0,0.0,200.0,True,8.4,200.0,2,True,16,16,5.0,-1.0,True,0.0,True,1.0,10.0,0.0,False,0.0,0.0,True
5.099999999999998,0.0036901202175462,1.0062912103315271,24.0,21,1,0.9565217391304348,1.0,23.0,1.9102481072367357,29.89953559153151,23.0,6.45000000000004,16.60000000000018,0.9101177103250282,1.0043236390399306,0.0030532504619866,23.0,23.0,24,True,"[comm] role_aware=1 roles={adversary:1,agent:24,target:1} matrix={agent>agent:8.4,agent>target:200,target>agent:200} default=200 differs=1",B2,24,20.0,8.4,200.0,1.608872490863482,1.5422278611818216,1.0,2,16,0.25,0.05,f96d319,False,2,0.05,10.416667,sum,24,20.0,95.0,360.0,B2,1.0,72,1.0,True,True,0.0,0.0,200.0,True,8.4,200.0,2,True,16,16,5.0,-1.0,True,0.0,True,1.0,10.0,0.0,False,0.0,0.0,True
5.099999999999998,0.0036901202175462,1.0062912103315271,24.0,0,0,0.0,,,1.9106803622067048,29.906301321496244,23.0,3.2499999999999947,7.9500000000000615,0.764819309076299,1.0021996216721527,0.0015528745654151,23.0,23.0,24,True,"[comm] role_aware=1 roles={adversary:1,agent:24,target:1} matrix={agent>agent:8.4,agent>target:200,target>agent:200} default=200 differs=1",baseline,24,20.0,8.4,200.0,1.608872490863482,1.5422278611818216,1.0,3,17,0.25,0.05,f96d319,False,3,0.05,10.416667,sum,24,20.0,95.0,360.0,B2,1.0,72,1.0,True,True,0.0,0.0,200.0,True,8.4,200.0,2,True,17,17,5.0,-1.0,True,0.0,True,1.0,10.0,0.0,False,0.0,0.0,True
5.099999999999998,0.0036901202175462,1.0062912103315271,24.0,21,1,0.9565217391304348,1.0,23.0,1.9106803622067048,29.906301321496244,23.0,6.400000000000039,16.550000000000182,0.9657513870749693,1.0043031019152424,0.0030464012173924,23.0,23.0,24,True,"[comm] role_aware=1 roles={adversary:1,agent:24,target:1} matrix={agent>agent:8.4,agent>target:200,target>agent:200} default=200 differs=1",B2,24,20.0,8.4,200.0,1.608872490863482,1.5422278611818216,1.0,3,17,0.25,0.05,f96d319,False,3,0.05,10.416667,sum,24,20.0,95.0,360.0,B2,1.0,72,1.0,True,True,0.0,0.0,200.0,True,8.4,200.0,2,True,17,17,5.0,-1.0,True,0.0,True,1.0,10.0,0.0,False,0.0,0.0,True
5.099999999999998,0.0036901202175462,1.0062912103315271,24.0,0,0,0.0,,,1.9097459985094272,29.891676498408422,23.0,3.2999999999999954,8.000000000000062,0.7651102708174731,1.0021894207257585,0.0015458664643526,23.0,23.0,24,True,"[comm] role_aware=1 roles={adversary:1,agent:24,target:1} matrix={agent>agent:8.4,agent>target:200,target>agent:200} default=200 differs=1",baseline,24,20.0,8.4,200.0,1.608872490863482,1.5422278611818216,1.0,4,18,0.25,0.05,f96d319,False,4,0.05,10.416667,sum,24,20.0,95.0,360.0,B2,1.0,72,1.0,True,True,0.0,0.0,200.0,True,8.4,200.0,2,True,18,18,5.0,-1.0,True,0.0,True,1.0,10.0,0.0,False,0.0,0.0,True
5.099999999999998,0.0036901202175462,1.0062912103315271,24.0,21,1,0.9565217391304348,1.0,23.0,1.9097459985094272,29.891676498408422,23.0,6.45000000000004,16.550000000000182,0.9525647060365184,1.0043034745325192,0.0030487584520044,23.0,23.0,24,True,"[comm] role_aware=1 roles={adversary:1,agent:24,target:1} matrix={agent>agent:8.4,agent>target:200,target>agent:200} default=200 differs=1",B2,24,20.0,8.4,200.0,1.608872490863482,1.5422278611818216,1.0,4,18,0.25,0.05,f96d319,False,4,0.05,10.416667,sum,24,20.0,95.0,360.0,B2,1.0,72,1.0,True,True,0.0,0.0,200.0,True,8.4,200.0,2,True,18,18,5.0,-1.0,True,0.0,True,1.0,10.0,0.0,False,0.0,0.0,True
5.099999999999998,0.0036901202175462,1.0062912103315271,24.0,0,0,0.0,,,1.9136429238424688,29.952671851447334,23.0,3.2999999999999954,7.900000000000061,0.7346295591099663,1.0021910423691849,0.0015483838478895,23.0,23.0,24,True,"[comm] role_aware=1 roles={adversary:1,agent:24,target:1} matrix={agent>agent:8.4,agent>target:200,target>agent:200} default=200 differs=1",baseline,24,20.0,8.4,200.0,1.608872490863482,1.5422278611818216,1.0,5,19,0.25,0.05,f96d319,False,5,0.05,10.416667,sum,24,20.0,95.0,360.0,B2,1.0,72,1.0,True,True,0.0,0.0,200.0,True,8.4,200.0,2,True,19,19,5.0,-1.0,True,0.0,True,1.0,10.0,0.0,False,0.0,0.0,True
5.099999999999998,0.0036901202175462,1.0062912103315271,24.0,21,1,0.9565217391304348,1.0,23.0,1.9136429238424688,29.952671851447334,23.0,6.400000000000039,16.500000000000185,0.9105923058018693,1.0042792451099414,0.0030289997380481,23.0,23.0,24,True,"[comm] role_aware=1 roles={adversary:1,agent:24,target:1} matrix={agent>agent:8.4,agent>target:200,target>agent:200} default=200 differs=1",B2,24,20.0,8.4,200.0,1.608872490863482,1.5422278611818216,1.0,5,19,0.25,0.05,f96d319,False,5,0.05,10.416667,sum,24,20.0,95.0,360.0,B2,1.0,72,1.0,True,True,0.0,0.0,200.0,True,8.4,200.0,2,True,19,19,5.0,-1.0,True,0.0,True,1.0,10.0,0.0,False,0.0,0.0,True
5.099999999999998,0.0036901202175462,1.0062912103315271,24.0,0,0,0.0,,,1.916753546326552,30.001359855546024,23.0,3.2499999999999947,7.900000000000061,0.717328116286303,1.0021792821499649,0.0015393513402093,23.0,23.0,24,True,"[comm] role_aware=1 roles={adversary:1,agent:24,target:1} matrix={agent>agent:8.4,agent>target:200,target>agent:200} default=200 differs=1",baseline,24,20.0,8.4,200.0,1.608872490863482,1.5422278611818216,1.0,6,20,0.25,0.05,f96d319,False,6,0.05,10.416667,sum,24,20.0,95.0,360.0,B2,1.0,72,1.0,True,True,0.0,0.0,200.0,True,8.4,200.0,2,True,20,20,5.0,-1.0,True,0.0,True,1.0,10.0,0.0,False,0.0,0.0,True
5.099999999999998,0.0036901202175462,1.0062912103315271,24.0,21,1,0.9565217391304348,1.0,23.0,1.916753546326552,30.001359855546024,23.0,6.400000000000039,16.550000000000182,0.8801280615291497,1.0042819570569022,0.0030303371387117,23.0,23.0,24,True,"[comm] role_aware=1 roles={adversary:1,agent:24,target:1} matrix={agent>agent:8.4,agent>target:200,target>agent:200} default=200 differs=1",B2,24,20.0,8.4,200.0,1.608872490863482,1.5422278611818216,1.0,6,20,0.25,0.05,f96d319,False,6,0.05,10.416667,sum,24,20.0,95.0,360.0,B2,1.0,72,1.0,True,True,0.0,0.0,200.0,True,8.4,200.0,2,True,20,20,5.0,-1.0,True,0.0,True,1.0,10.0,0.0,False,0.0,0.0,True
