tau_fit,tau_fit_r2,t_settle,t_settle_2pct,egap_settle,egap_peak,egap_final,egap_avg,egap_late_std,overshoot_frac,method,N,tau_xy,dt,seed,T_FF,k_e_tau,init_radius,Pe
2.140969119917366,0.976146780539495,7.050000000000045,13.65000000000014,0.000708759361129,0.197132642036515,0.0006944543330292,0.0023048160784589077,0.00025390459066200683,0.9498195842197305,B2,24,1.0,0.05,0,1.0,10.416666666666666,0.0,1.2000000000000002
