egap_mean_steady20,egap_p90_steady20,egap_max_steady20,gmax_mean_steady20,gmax_max_steady20,frac_gmax_gt125_steady20,frac_gmax_gt150_steady20,n_samples_steady20,t_last_failure,t_close_125_after_last,t_close_110_after_last,censored_125,censored_110,n_failure_start,n_failure_end,n_pulse_injected,n_dual_pulse_event_completed_saida,n_dual_pulse_event_completed_entrada,n_dual_pulse_self_shift_saida,n_dual_pulse_self_shift_entrada,n_landed_events,dp_seq_max,ent_total,ent_legit_id,ent_spur_id,ent_legit_cnt,ent_spur_cnt,order_swap_frac,effort_mean_v2,sat_frac,fairness_p95,m2_k2_dropped_frac_steady20,m2_k2_toggles_per_s_steady20,pulse_payloads_fullrun,assert_alive_deficit_max,assert_alive_excess_max,assert_tol_s,block,method,N,regime,c_hops,range_aa_m,range_at,fd_timeout,rate_total,seed,dt,run_duration_s,tx_rows_steady20,range_required_c,git_commit,git_dirty,experiment_seed,control_period,k_e_tau,composition_mode,num_agents,encirclement_radius,sim_duration,protection_angle_deg,dual_pulse_integration,dual_pulse_delta_scale,dual_pulse_ttl_hops,dual_pulse_t_ff,dual_pulse_multiplicity,dual_pulse_consume_ff_only,communication_delay,communication_failure_rate,communication_range,comm_role_aware_ranges,comm_range_agent_agent,comm_range_agent_target,agent_state_timeout,broadcast_repeats,deterministic_failure_enable,deterministic_failure_agent_id,deterministic_failure_agent_ids,deterministic_failure_time,deterministic_failure_off_time,failure_enable,failure_mean_per_min,experiment_reproducible,vm_tau_xy,vm_max_speed_xy,target_motion_speed_xy,target_swarm_spin_enable,target_swarm_omega_ref,init_radius_range,init_angles_equidistant,ent_legit_ang,ent_spur_ang,ent_ang_undef,ent_W,ent_total_2w,ent_legit_ang_2w,ent_spur_ang_2w,ent_ang_undef_2w,ent_legit_id_2w,ent_spur_id_2w,ent_legit_cnt_2w,ent_spur_cnt_2w,ent_W_2w,tau_fit,tau_fit_r2,t_settle,t_settle_2pct,egap_settle,egap_peak,egap_final,egap_avg,egap_late_std,overshoot_frac
0.17504581508699607,0.25920745226074143,0.5056444519868143,1.460599198451794,3.215234497277752,0.7496296296296296,0.37222222222222223,2700,150.39999999999574,inf,inf,True,True,38,37,439,0,0,0,0,0,0,0,0,0,0,0,0.8580645161290322,0.004031013478604981,0.0,0.8983906690292986,0.998467497473897,0.11851851851851852,0.0,0.0,0.0,0.35,C,m2,24,churn,1.608872,8.4,200.0,0.25,12.0,3,0.05,155.0,64800,1.9829,ba44b18,False,3,0.05,10.416667,sum,24,20.0,155.0,360.0,B2,1.0,72,1.0,True,True,0.0,0.0,200.0,True,8.4,200.0,0.25,2,False,6,6,15.0,-1.0,True,0.5,True,1.0,10.0,0.0,False,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,
0.3001778695024609,0.4237031299138104,0.9950832463317956,1.7449382156724886,4.803698204055208,0.9814814814814815,0.6662962962962963,2700,150.39999999999574,inf,inf,True,True,38,37,672,3,1184,9,69,97,35,88,8,80,26,62,0.8580645161290322,0.00847033753679997,0.0,0.9049212377242772,,,15243.0,0.0,0.0,0.35,C,B2,24,churn,1.608872,8.4,200.0,0.25,12.0,3,0.05,155.0,64800,1.9829,ba44b18,False,3,0.05,10.416667,sum,24,20.0,155.0,360.0,B2,1.0,72,1.0,True,True,0.0,0.0,200.0,True,8.4,200.0,0.25,2,False,6,6,15.0,-1.0,True,0.5,True,1.0,10.0,0.0,False,0.0,0.0,True,14.0,74.0,0.0,0.75,88.0,15.0,73.0,0.0,8.0,80.0,36.0,52.0,1.5,,,,,,,,,,
0.13333167049941766,0.24179837770050552,0.5259672921790017,1.3412777419003423,3.131756124108453,0.4762962962962963,0.22592592592592592,2700,153.19999999999604,inf,inf,True,True,31,26,275,0,0,0,0,0,0,0,0,0,0,0,0.05806451612903226,0.0025687746395532994,0.0,0.7359020854688952,,,0.0,0.0,0.0,0.35,C,baseline,24,churn,1.608872,8.4,200.0,0.25,12.0,4,0.05,155.0,64800,1.0,ba44b18,False,4,0.05,10.416667,sum,24,20.0,155.0,360.0,B2,1.0,72,1.0,True,True,0.0,0.0,200.0,True,8.4,200.0,0.25,2,False,6,6,15.0,-1.0,True,0.5,True,1.0,10.0,0.0,False,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,
0.1333495909173148,0.2436142433756603,0.5253673368491928,1.3392924699843378,3.126084039570171,0.47,0.2285185185185185,2700,153.19999999999604,inf,inf,True,True,31,26,270,0,0,0,0,0,0,0,0,0,0,0,0.05806451612903226,0.0026207415002268155,0.0,0.7936238600884337,0.9978218181218131,0.1037037037037037,0.0,0.0,0.0,0.35,C,m2,24,churn,1.608872,8.4,200.0,0.25,12.0,4,0.05,155.0,64800,1.9829,ba44b18,False,4,0.05,10.416667,sum,24,20.0,155.0,360.0,B2,1.0,72,1.0,True,True,0.0,0.0,200.0,True,8.4,200.0,0.25,2,False,6,6,15.0,-1.0,True,0.5,True,1.0,10.0,0.0,False,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,
0.1916872983810825,0.33057992208391246,0.5025026220557918,1.465096559348973,3.019252111558811,0.7359259259259259,0.4151851851851852,2700,153.19999999999604,inf,inf,True,True,31,26,418,64,806,8,41,58,16,50,6,44,19,31,0.5935483870967742,0.004815671948356802,0.0,0.8998476703553274,,,9511.0,0.0,0.0,0.35,C,B2,24,churn,1.608872,8.4,200.0,0.25,12.0,4,0.05,155.0,64800,1.9829,ba44b18,False,4,0.05,10.416667,sum,24,20.0,155.0,360.0,B2,1.0,72,1.0,True,True,0.0,0.0,200.0,True,8.4,200.0,0.25,2,False,6,6,15.0,-1.0,True,0.5,True,1.0,10.0,0.0,False,0.0,0.0,True,13.0,37.0,0.0,0.75,50.0,14.0,36.0,0.0,7.0,43.0,25.0,25.0,1.5,,,,,,,,,,
0.1187834252736073,0.20648269947894676,0.3495717857808165,1.30677874961344,2.190541378329572,0.4737037037037037,0.20407407407407407,2700,149.5999999999958,3.250000000004718,inf,False,True,21,19,180,0,0,0,0,0,0,0,0,0,0,0,0.3741935483870968,0.0017673024642645542,0.0,0.2908600174307031,,,0.0,0.0,0.0,0.35,C,baseline,24,churn,1.608872,8.4,200.0,0.25,12.0,5,0.05,155.0,64800,1.0,ba44b18,False,5,0.05,10.416667,sum,24,20.0,155.0,360.0,B2,1.0,72,1.0,True,True,0.0,0.0,200.0,True,8.4,200.0,0.25,2,False,6,6,15.0,-1.0,True,0.5,True,1.0,10.0,0.0,False,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,
0.11815106289958925,0.2055998763971091,0.3495717857808165,1.303574771932508,2.18645810873282,0.4711111111111111,0.19592592592592592,2700,149.5999999999958,3.2000000000047066,inf,False,True,21,19,174,0,0,0,0,0,0,0,0,0,0,0,0.3741935483870968,0.0017416004024991068,0.0,0.2927811972492328,0.99912247915888,0.044444444444444446,0.0,0.0,0.0,0.35,C,m2,24,churn,1.608872,8.4,200.0,0.25,12.0,5,0.05,155.0,64800,1.9829,ba44b18,False,5,0.05,10.416667,sum,24,20.0,155.0,360.0,B2,1.0,72,1.0,True,True,0.0,0.0,200.0,True,8.4,200.0,0.25,2,False,6,6,15.0,-1.0,True,0.5,True,1.0,10.0,0.0,False,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,
0.1639294885145851,0.29799970710294343,0.4681412446637988,1.4035385503662623,2.6275316216197995,0.63,0.3425925925925926,2700,149.5999999999958,inf,inf,True,True,21,19,312,0,748,0,37,45,17,45,10,35,16,29,0.4258064516129032,0.003134345402337762,0.0,0.8948913074814048,,,7683.0,0.0,0.0,0.35,C,B2,24,churn,1.608872,8.4,200.0,0.25,12.0,5,0.05,155.0,64800,1.9829,ba44b18,False,5,0.05,10.416667,sum,24,20.0,155.0,360.0,B2,1.0,72,1.0,True,True,0.0,0.0,200.0,True,8.4,200.0,0.25,2,False,6,6,15.0,-1.0,True,0.5,True,1.0,10.0,0.0,False,0.0,0.0,True,12.0,33.0,1.0,0.75,45.0,12.0,33.0,1.0,10.0,35.0,20.0,25.0,1.5,,,,,,,,,,
0.12881640893426013,0.20518566012294023,0.3049881702779704,1.3276840350926682,2.2228524076001834,0.5081481481481481,0.2174074074074074,2700,154.19999999999553,inf,inf,True,True,25,23,230,0,0,0,0,0,0,0,0,0,0,0,0.3096774193548387,0.001961308693942393,0.0,0.3821908139224358,,,0.0,0.0,0.0,0.35,C,baseline,24,churn,1.608872,8.4,200.0,0.25,12.0,6,0.05,155.0,64800,1.0,ba44b18,False,6,0.05,10.416667,sum,24,20.0,155.0,360.0,B2,1.0,72,1.0,True,True,0.0,0.0,200.0,True,8.4,200.0,0.25,2,False,6,6,15.0,-1.0,True,0.5,True,1.0,10.0,0.0,False,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,
0.12898039783406268,0.2065640026885819,0.3051422630798562,1.3274564345379467,2.274182254952044,0.5051851851851852,0.2162962962962963,2700,154.19999999999553,inf,inf,True,True,25,23,226,0,0,0,0,0,0,0,0,0,0,0,0.3096774193548387,0.001960294344513704,0.0,0.4005532659057374,0.9998046270819426,0.014814814814814815,0.0,0.0,0.0,0.35,C,m2,24,churn,1.608872,8.4,200.0,0.25,12.0,6,0.05,155.0,64800,1.9829,ba44b18,False,6,0.05,10.416667,sum,24,20.0,155.0,360.0,B2,1.0,72,1.0,True,True,0.0,0.0,200.0,True,8.4,200.0,0.25,2,False,6,6,15.0,-1.0,True,0.5,True,1.0,10.0,0.0,False,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,
0.2457238252420854,0.32429121340023764,0.5219006147407742,1.5847806708803027,3.0740797345742057,0.9203703703703704,0.5544444444444444,2700,154.19999999999553,inf,inf,True,True,25,23,464,44,944,4,45,67,24,63,10,53,19,44,0.8774193548387097,0.004617268555030039,0.0,0.8987569221370154,,,11089.0,0.0,0.0,0.35,C,B2,24,churn,1.608872,8.4,200.0,0.25,12.0,6,0.05,155.0,64800,1.9829,ba44b18,False,6,0.05,10.416667,sum,24,20.0,155.0,360.0,B2,1.0,72,1.0,True,True,0.0,0.0,200.0,True,8.4,200.0,0.25,2,False,6,6,15.0,-1.0,True,0.5,True,1.0,10.0,0.0,False,0.0,0.0,True,13.0,50.0,0.0,0.75,63.0,13.0,50.0,0.0,10.0,53.0,25.0,38.0,1.5,,,,,,,,,,
0.13959121096696778,0.22822304410443858,0.3835073579596813,1.3473338899007696,2.407668838821579,0.5085185185185185,0.23,2700,153.59999999999602,inf,inf,True,True,27,23,242,0,0,0,0,0,0,0,0,0,0,0,0.6516129032258065,0.002339879087901619,0.0,0.8367365230213525,,,0.0,0.0,0.0,0.35,C,baseline,24,churn,1.608872,8.4,200.0,0.25,12.0,7,0.05,155.0,64800,1.0,ba44b18,False,7,0.05,10.416667,sum,24,20.0,155.0,360.0,B2,1.0,72,1.0,True,True,0.0,0.0,200.0,True,8.4,200.0,0.25,2,False,6,6,15.0,-1.0,True,0.5,True,1.0,10.0,0.0,False,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,
0.13861687018559826,0.22768489171557396,0.383519968157881,1.345057967028873,2.407668838821579,0.5096296296296297,0.22666666666666666,2700,153.59999999999602,inf,inf,True,True,27,23,245,0,0,0,0,0,0,0,0,0,0,0,0.6516129032258065,0.002316676890095924,0.0,0.8347158650558879,0.9959138308652872,0.2222222222222222,0.0,0.0,0.0,0.35,C,m2,24,churn,1.608872,8.4,200.0,0.25,12.0,7,0.05,155.0,64800,1.9829,ba44b18,False,7,0.05,10.416667,sum,24,20.0,155.0,360.0,B2,1.0,72,1.0,True,True,0.0,0.0,200.0,True,8.4,200.0,0.25,2,False,6,6,15.0,-1.0,True,0.5,True,1.0,10.0,0.0,False,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,
0.2792074278849846,0.38399197009475,0.5052272349824785,1.6488388006335077,2.8256570702097523,0.932962962962963,0.747037037037037,2700,153.59999999999602,inf,inf,True,True,27,23,632,22,985,2,41,64,38,62,11,51,24,38,0.7096774193548387,0.006187957958599486,0.0,0.9066268768473599,,,13595.0,0.0,0.0,0.35,C,B2,24,churn,1.608872,8.4,200.0,0.25,12.0,7,0.05,155.0,64800,1.9829,ba44b18,False,7,0.05,10.416667,sum,24,20.0,155.0,360.0,B2,1.0,72,1.0,True,True,0.0,0.0,200.0,True,8.4,200.0,0.25,2,False,6,6,15.0,-1.0,True,0.5,True,1.0,10.0,0.0,False,0.0,0.0,True,14.0,48.0,0.0,0.75,62.0,14.0,48.0,0.0,11.0,51.0,26.0,36.0,1.5,,,,,,,,,,
0.10039916707071576,0.19174266761390482,0.2715918847499729,1.2439667332605167,2.105114001197992,0.30814814814814817,0.1574074074074074,2700,154.79999999999595,inf,inf,True,True,24,22,80,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0006583082245518568,0.0,0.23104570580213976,,,0.0,0.0,0.0,0.35,D,baseline,24,churn,3.007059,15.7,200.0,0.25,12.0,0,0.05,155.0,64800,1.0,ba44b18,False,0,0.05,10.416667,sum,24,20.0,155.0,360.0,B2,1.0,72,1.0,True,True,0.0,0.0,200.0,True,15.7,200.0,0.25,2,False,6,6,15.0,-1.0,True,0.5,True,1.0,10.0,0.0,False,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,
0.0830553651368537,0.18154417959982383,0.2793666902937565,1.1995393984466445,2.0921944776914696,0.22814814814814816,0.13148148148148148,2700,154.79999999999595,inf,inf,True,True,24,22,82,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0013002290420908377,0.0,0.21287577051640036,0.008134017623704852,0.2962962962962963,0.0,0.0,0.0,0.35,D,m2,24,churn,3.007059,15.7,200.0,0.25,12.0,0,0.05,155.0,64800,1.9829,ba44b18,False,0,0.05,10.416667,sum,24,20.0,155.0,360.0,B2,1.0,72,1.0,True,True,0.0,0.0,200.0,True,15.7,200.0,0.25,2,False,6,6,15.0,-1.0,True,0.5,True,1.0,10.0,0.0,False,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,
0.08324340402144438,0.18839723283608134,0.2746808940852218,1.1906359199313334,2.031907764488759,0.2051851851851852,0.1451851851851852,2700,154.79999999999595,inf,inf,True,True,24,22,84,453,457,22,23,45,5,23,8,15,22,1,0.896774193548387,0.0014743679037901875,0.0,0.2646157574473713,,,3961.0,0.0,0.0,0.35,D,B2,24,churn,3.007059,15.7,200.0,0.25,12.0,0,0.05,155.0,64800,1.9829,ba44b18,False,0,0.05,10.416667,sum,24,20.0,155.0,360.0,B2,1.0,72,1.0,True,True,0.0,0.0,200.0,True,15.7,200.0,0.25,2,False,6,6,15.0,-1.0,True,0.5,True,1.0,10.0,0.0,False,0.0,0.0,True,20.0,3.0,0.0,0.75,23.0,21.0,2.0,0.0,8.0,15.0,23.0,0.0,1.5,,,,,,,,,,
0.1389440549723959,0.24524227050777297,0.4495703490965496,1.3702578002833394,2.523364622979196,0.5159259259259259,0.2837037037037037,2700,153.6999999999959,inf,inf,True,True,29,28,109,0,0,0,0,0,0,0,0,0,0,0,0.33548387096774196,0.0011052328394425665,0.0,0.30256497444979047,,,0.0,0.0,0.0,0.35,D,baseline,24,churn,3.007059,15.7,200.0,0.25,12.0,1,0.05,155.0,64800,1.0,ba44b18,False,1,0.05,10.416667,sum,24,20.0,155.0,360.0,B2,1.0,72,1.0,True,True,0.0,0.0,200.0,True,15.7,200.0,0.25,2,False,6,6,15.0,-1.0,True,0.5,True,1.0,10.0,0.0,False,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,
0.12011793167285109,0.23676326108290205,0.4011061684786041,1.326705874759995,2.352300711051185,0.4151851851851852,0.26296296296296295,2700,153.6999999999959,inf,inf,True,True,29,28,109,0,0,0,0,0,0,0,0,0,0,0,0.33548387096774196,0.00227882746435258,0.0,0.27219235384079904,0.030338718773844673,0.7555555555555555,0.0,0.0,0.0,0.35,D,m2,24,churn,3.007059,15.7,200.0,0.25,12.0,1,0.05,155.0,64800,1.9829,ba44b18,False,1,0.05,10.416667,sum,24,20.0,155.0,360.0,B2,1.0,72,1.0,True,True,0.0,0.0,200.0,True,15.7,200.0,0.25,2,False,6,6,15.0,-1.0,True,0.5,True,1.0,10.0,0.0,False,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,
0.11877990322672308,0.2390522349706651,0.330281948352866,1.3160524527640638,2.3813494492757186,0.37962962962962965,0.26851851851851855,2700,153.6999999999959,inf,inf,True,True,29,28,104,532,553,28,28,56,6,28,14,14,26,2,0.7612903225806451,0.00262640819769825,0.0,0.25908282974819336,,,4814.0,0.0,0.0,0.35,D,B2,24,churn,3.007059,15.7,200.0,0.25,12.0,1,0.05,155.0,64800,1.9829,ba44b18,False,1,0.05,10.416667,sum,24,20.0,155.0,360.0,B2,1.0,72,1.0,True,True,0.0,0.0,200.0,True,15.7,200.0,0.25,2,False,6,6,15.0,-1.0,True,0.5,True,1.0,10.0,0.0,False,0.0,0.0,True,26.0,2.0,0.0,0.75,28.0,28.0,0.0,0.0,16.0,12.0,28.0,0.0,1.5,,,,,,,,,,
0.13159304874553474,0.24015273662979583,0.3583766031354497,1.3463789791441816,2.2594365807347887,0.48592592592592593,0.26185185185185184,2700,147.89999999999588,3.400000000004269,inf,False,True,29,28,106,0,0,0,0,0,0,0,0,0,0,0,0.14838709677419354,0.0010609348805181594,0.0,0.30107945248220824,,,0.0,0.0,0.0,0.35,D,baseline,24,churn,3.007059,15.7,200.0,0.25,12.0,2,0.05,155.0,64800,1.0,ba44b18,False,2,0.05,10.416667,sum,24,20.0,155.0,360.0,B2,1.0,72,1.0,True,True,0.0,0.0,200.0,True,15.7,200.0,0.25,2,False,6,6,15.0,-1.0,True,0.5,True,1.0,10.0,0.0,False,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,
