t_fail,gmax_peak,gap_peak_deg,alive_at_peak,t_close_125,t_close_110,breach_area_125,gmax_final,gap_final_deg,alive_final,egap_final,method,N,vmax,tau_xy,seed,dt,budget,victim,git_commit,git_dirty,experiment_seed,control_period,k_e_tau,composition_mode,num_agents,encirclement_radius,sim_duration,protection_angle_deg,dual_pulse_integration,dual_pulse_delta_scale,dual_pulse_ttl_hops,dual_pulse_t_ff,dual_pulse_multiplicity,dual_pulse_consume_ff_only,communication_delay,communication_failure_rate,communication_range,agent_state_timeout,broadcast_repeats,deterministic_failure_enable,deterministic_failure_agent_id,deterministic_failure_agent_ids,deterministic_failure_time,deterministic_failure_off_time,failure_enable,failure_mean_per_min,experiment_reproducible,vm_tau_xy,vm_max_speed_xy,target_motion_speed_xy,target_swarm_spin_enable,target_swarm_omega_ref,init_radius_range,init_angles_equidistant
5.099999999999998,1.833343445644464,60.00033094836427,11.0,2.4499999999999913,4.650000000000015,0.744162666712364,1.0000000000060862,32.72727272747191,11.0,4.3174026334205145e-12,baseline,12,10.0,1.0,0,0.05,120.0,8,93915a5,False,0,0.05,20.833333,sum,12,20.0,125.0,360.0,B2,1.0,50,1.0,True,True,0.0,0.0,200.0,0.25,2,True,8,8,5.0,-1.0,True,2.0,True,1.0,10.0,0.0,False,0.0,0.0,True
5.099999999999998,1.833343445644464,60.00033094836427,11.0,2.1499999999999924,2.6499999999999906,0.6883654748604281,1.0000000000068738,32.72727272749769,11.0,5.159737039741461e-12,B2,12,10.0,1.0,0,0.05,120.0,8,93915a5,True,0,0.05,20.833333,sum,12,20.0,125.0,360.0,B2,1.0,36,1.0,True,True,0.0,0.0,200.0,0.25,2,True,8,8,5.0,-1.0,True,2.0,True,1.0,10.0,0.0,False,0.0,0.0,True
5.099999999999998,1.8341059345843,60.02528513184979,11.0,2.3999999999999915,4.650000000000015,0.7413558431290798,1.000000000006035,32.727272727470236,11.0,4.245104411075738e-12,baseline,12,10.0,1.0,1,0.05,120.0,9,93915a5,True,1,0.05,20.833333,sum,12,20.0,125.0,360.0,B2,1.0,50,1.0,True,True,0.0,0.0,200.0,0.25,2,True,9,9,5.0,-1.0,True,2.0,True,1.0,10.0,0.0,False,0.0,0.0,True
5.099999999999998,1.8341059345843,60.02528513184979,11.0,2.1499999999999924,2.6499999999999906,0.6827592214302202,1.0000000000067977,32.7272727274952,11.0,5.101192527039524e-12,B2,12,10.0,1.0,1,0.05,120.0,9,93915a5,True,1,0.05,20.833333,sum,12,20.0,125.0,360.0,B2,1.0,36,1.0,True,True,0.0,0.0,200.0,0.25,2,True,9,9,5.0,-1.0,True,2.0,True,1.0,10.0,0.0,False,0.0,0.0,True
5.099999999999998,1.836733620033394,60.11128211018381,11.0,2.4499999999999913,4.7000000000000135,0.7517918432866142,1.0000000000060831,32.727272727471814,11.0,4.290910551439182e-12,baseline,12,10.0,1.0,2,0.05,120.0,10,93915a5,True,2,0.05,20.833333,sum,12,20.0,125.0,360.0,B2,1.0,50,1.0,True,True,0.0,0.0,200.0,0.25,2,True,10,10,5.0,-1.0,True,2.0,True,1.0,10.0,0.0,False,0.0,0.0,True
5.099999999999998,1.836733620033394,60.11128211018381,11.0,2.199999999999992,2.6499999999999906,0.6882857028729549,1.0000000000066172,32.72727272748929,11.0,4.996146120596717e-12,B2,12,10.0,1.0,2,0.05,120.0,10,93915a5,True,2,0.05,20.833333,sum,12,20.0,125.0,360.0,B2,1.0,36,1.0,True,True,0.0,0.0,200.0,0.25,2,True,10,10,5.0,-1.0,True,2.0,True,1.0,10.0,0.0,False,0.0,0.0,True
5.099999999999998,1.8399447816775425,60.2163746730832,11.0,2.3999999999999915,4.650000000000015,0.7474854985526985,1.0000000000061866,32.727272727475196,11.0,4.398529814642575e-12,baseline,12,10.0,1.0,3,0.05,120.0,11,93915a5,True,3,0.05,20.833333,sum,12,20.0,125.0,360.0,B2,1.0,50,1.0,True,True,0.0,0.0,200.0,0.25,2,True,11,11,5.0,-1.0,True,2.0,True,1.0,10.0,0.0,False,0.0,0.0,True
5.099999999999998,1.8399447816775425,60.2163746730832,11.0,2.1499999999999924,2.6499999999999906,0.6800760924041832,1.000000000006583,32.72727272748817,11.0,4.972195772979801e-12,B2,12,10.0,1.0,3,0.05,120.0,11,93915a5,True,3,0.05,20.833333,sum,12,20.0,125.0,360.0,B2,1.0,36,1.0,True,True,0.0,0.0,200.0,0.25,2,True,11,11,5.0,-1.0,True,2.0,True,1.0,10.0,0.0,False,0.0,0.0,True
5.099999999999998,1.837439290415698,60.13437677724103,11.0,2.3999999999999915,4.650000000000015,0.7444323426082802,1.0000000000060216,32.7272727274698,11.0,4.274887342258431e-12,baseline,12,10.0,1.0,4,0.05,120.0,12,93915a5,True,4,0.05,20.833333,sum,12,20.0,125.0,360.0,B2,1.0,50,1.0,True,True,0.0,0.0,200.0,0.25,2,True,12,12,5.0,-1.0,True,2.0,True,1.0,10.0,0.0,False,0.0,0.0,True
5.099999999999998,1.837439290415698,60.13437677724103,11.0,2.1499999999999924,2.6499999999999906,0.6832805388188304,1.0000000000067542,32.72727272749377,11.0,5.083280409857513e-12,B2,12,10.0,1.0,4,0.05,120.0,12,93915a5,True,4,0.05,20.833333,sum,12,20.0,125.0,360.0,B2,1.0,36,1.0,True,True,0.0,0.0,200.0,0.25,2,True,12,12,5.0,-1.0,True,2.0,True,1.0,10.0,0.0,False,0.0,0.0,True
