tau_fit,tau_fit_r2,egap_final,egap_late_std,N,budget
19.475477659210625,0.9396504871881934,3.292418977871937e-05,1.249708806541134e-05,24,
54.78771697841759,0.9195871765719007,0.0026833349403703,0.00026042991757874645,40,
85.34918617265048,0.9147672080182548,0.0055840559665985,0.00032510047756958066,50,
183.55130079796456,0.901158196770484,0.001266039779169,3.070702509305976e-05,75,672.13125
311.3823470848171,0.8911431935040149,0.0009674522925653,1.2900866727307972e-05,100,1194.8999999999999
