tau_fit,tau_fit_r2,t_settle,t_settle_2pct,egap_settle,egap_peak,egap_final,egap_avg,egap_late_std,overshoot_frac,method,N,tau_xy,dt,seed,T_FF,k_e_tau,init_radius,Pe
20.227309453018183,0.9420126196289428,41.04999999999953,56.94999999999862,0.0024985403727014,0.197132642036515,0.0024453835613775,0.014507997262134389,0.0008934098280299096,0.9493581442431355,baseline,24,1.0,0.05,0,1.0,10.416666666666666,0.0,1.2000000000000002
2.140969119917366,0.976146780539495,0.0,0.0,0.00449314994578805,0.197132642036515,0.0044047078944404,0.005004597046834591,0.06521268997841481,0.0,B2,24,1.0,0.05,0,1.0,10.416666666666666,0.0,1.2000000000000002
20.32407546635713,0.9441884904609654,41.09999999999953,56.94999999999862,0.0024947916792059,0.1961581008790542,0.0024413364727713,0.014483732873563037,0.000891511903919933,0.9493558945962678,baseline,24,1.0,0.05,1,1.0,10.416666666666666,0.0,1.2000000000000002
2.1637317352541654,0.9747732280232324,0.0,0.0,0.0042793437055398,0.1961581008790542,0.0041949457443432,0.004793232992517613,0.06504403693532998,0.0,B2,24,1.0,0.05,1,1.0,10.416666666666666,0.0,1.2000000000000002
87.9642125312985,0.9167916231802326,142.49999999999932,221.2000000000172,0.0012935203233106,0.1392444514030035,0.0012878382950874,0.008898042463437538,7.286414970832603e-05,0.949531166512184,baseline,50,1.0,0.05,0,1.0,5.0,0.0,2.5
3.0989240360671797,0.9635625456165418,0.0,0.0,0.0058277515471551,0.1392444514030035,0.0057386025534369,0.006351051102538624,0.08004195481405454,0.0,B2,50,1.0,0.05,0,1.0,5.0,0.0,2.5
88.26070806749422,0.9187542569447119,142.9999999999994,221.65000000001731,0.0012939866822106998,0.138569212132894,0.0012883100373575,0.008898604468764408,7.289204944305576e-05,0.9495286889247632,baseline,50,1.0,0.05,1,1.0,5.0,0.0,2.5
3.1988528824080427,0.9495159701493314,0.0,0.0,0.0059573842717048995,0.138569212132894,0.0058690684214153,0.00646246177061838,0.07981021289752413,0.0,B2,50,1.0,0.05,1,1.0,5.0,0.0,2.5
