tau_fit,tau_fit_r2,egap_final,egap_late_std,N,variant,k_e_tau
3.272736766175488,0.9204624904584491,8.81978528927574e-05,3.345000081340075e-05,24,B,10.416666666666666
19.475477659210625,0.9396504871881934,3.292418977871937e-05,1.249708806541134e-05,24,baseline,10.416666666666666
11.625290426553963,0.7658265850666559,1.440757690378368e-05,5.4687093245822295e-06,24,A,10.416666666666666
7.781168076169041,0.7585506881851672,0.0014738643726056,0.00014302275329629362,40,B,6.25
54.78771697841759,0.9195871765719007,0.0026833349403703,0.00026042991757874645,40,baseline,6.25
42.0212019804495,0.7258536039690446,0.0014793040618804,0.00014357230417488833,40,A,6.25
12.200989650374357,0.6867662555406115,0.0023587188385922,0.00013910325686705005,50,B,5.0
85.34918617265048,0.9147672080182548,0.0055840559665985,0.00032510047756958066,50,baseline,5.0
74.71026426739306,0.7586351238359117,0.0035332972048538,0.0002056553759002206,50,A,5.0
