tau_fit,tau_fit_r2,egap_final,egap_late_std,method,N,seed
2.115469243502772,0.9518134313901964,0.0009812665750725,5.8404395428955834e-05,B2,50,0
2.116254697658711,0.9523791722751127,0.0009726848980589,5.783857386962055e-05,B2,50,1
2.100013950093048,0.9630922437736106,0.0011153728529863,3.883123681177113e-05,B2,75,0
2.09943157255371,0.9634959302667656,0.0011171448118226,3.970172280968617e-05,B2,75,1
2.087371795995322,0.970732957147685,0.0009642157904129,3.2912481294191634e-05,B2,100,0
2.0998603392838167,0.9687251611439592,0.0009570264063528,3.2807625927867635e-05,B2,100,1
85.34918617265048,0.9147672080182548,0.0055840559665985,0.00032510047756958066,baseline,50,0
171.52028283743417,0.8820230311277154,0.006677027017554,0.00016323219306583028,baseline,75,0
214.8493645825871,0.8203639104569179,0.0081006709117847,0.00011930606152680169,baseline,100,0
