tau_fit,tau_fit_r2,egap_final,egap_late_std,settled,effort_mean_v2,sat_frac,fairness_p95,method,N,tau_xy,loss,delay,repeats,seed,agent_state_timeout
20.328496939473307,0.9396384962646331,0.0001544581199602,5.518184426092868e-05,True,1.6177474271275784e-05,0.0,0.009569669655436729,baseline,24,1.0,0.2,0.0,2,0,1.0
16.068953807182524,0.8297664111908521,9.414966442370922e-05,3.362766860473215e-05,True,2.8539296007437592e-05,0.0,0.005672699664051729,B2,24,1.0,0.2,0.0,2,0,1.0
