tau_fit,tau_fit_r2,t_settle,t_settle_2pct,egap_settle,egap_peak,egap_final,egap_avg,egap_late_std,overshoot_frac,method,N,tau_xy,dt,seed,T_FF,k_e_tau,init_radius,Pe
2.215968349092758,0.9693994905081599,6.789999999999855,14.010000000000236,0.00067176210718475,0.1958032183200483,0.0006577905494715,0.00226846854797418,0.00024971657112921275,0.9498278693450503,B2,24,1.0,0.01,0,1.0,10.416666666666666,0.0,0.24
