tau_fit,tau_fit_r2,egap_final,egap_late_std,N,variant,k_e_tau
2.172055529313077,0.9327460206214924,0.0006065627338018,0.00023026732272732645,24,B,10.416666666666666
19.475477659210625,0.9396504871881934,3.292418977871937e-05,1.249708806541134e-05,24,baseline,10.416666666666666
11.625290426553963,0.7658265850666559,1.440757690378368e-05,5.4687093245822295e-06,24,A,10.416666666666666
