tb,mean
-0.0,0.000502673887036688
0.25,0.01733624638234074
0.5,0.034534086092208864
0.75,0.03654369715410919
1.0,0.03534184754409311
1.25,0.033019695089055785
1.5,0.029999728282364645
1.75,0.026531169377893286
2.0,0.0228666197717675
2.25,0.01923225289550507
2.5,0.016029648388508635
2.75,0.01792800939723202
3.0,0.020738062510233822
3.25,0.02209003430705384
3.5,0.022070006226569176
3.75,0.02090317000668006
4.0,0.01889390780170862
4.25,0.01633735786193274
4.5,0.013583369785097154
4.75,0.010890807186518607
5.0,0.00962185732701178
5.25,0.011165592988043496
5.5,0.012104662841149338
5.75,0.012303588317440198
6.0,0.011853332485511263
6.25,0.010914048311541457
6.5,0.009734685140382152
6.75,0.009171264181366032
7.0,0.008763137955009615
7.25,0.008345874673173258
7.5,0.007955674657337226
7.75,0.0077555193553092506
8.0,0.007990225276420635
8.25,0.0080877627804807
8.5,0.008016958420074103
8.75,0.007805867972396174
9.0,0.007499485191541002
9.25,0.0071390691908838465
9.5,0.0068741910106832815
9.75,0.006865005744949399
10.0,0.006862030261336469
10.25,0.006842556895756445
10.5,0.006803229182333784
10.75,0.006742546086721581
11.0,0.00666506834220633
11.25,0.006574148640646939
11.5,0.0064734422352354225
11.75,0.006368943898604313
12.0,0.006265050922524551
12.25,0.0061659527978134175
12.5,0.006078278273047187
12.75,0.005999190818163102
13.0,0.005929903028947705
13.25,0.0058706489765402905
13.5,0.005821391549149867
13.75,0.005777058969066597
14.0,0.005739695081009097
14.25,0.005702800181030681
14.5,0.005666983958739548
14.75,0.005631145555318155
15.0,0.005592915935222247
15.25,0.005552162426667283
15.5,0.005508669442426066
15.75,0.005462981934857937
16.0,0.005417219249537611
16.25,0.005370164332827299
16.5,0.005323869776536716
16.75,0.005277948826701896
17.0,0.0052336302110602235
17.25,0.005191261324922393
17.5,0.00515094510227726
17.75,0.00511392494778634
18.0,0.005078593980721829
18.25,0.005045794288984364
18.5,0.0050135546237664915
18.75,0.004982185958715936
19.0,0.004951021031602335
19.25,0.004920589423470327
19.5,0.004891245680705716
19.75,0.0048620703335955145
20.0,0.004831218296885363
20.25,0.004800803148800397
20.5,0.004771628877479447
20.75,0.004741905875306832
21.0,0.004712605153627571
21.25,0.004683880536039605
21.5,0.004655228101600295
21.75,0.004628016302544496
22.0,0.004600492636462533
22.25,0.004573816225851997
22.5,0.004549105029794827
22.75,0.004524386398265306
23.0,0.004500309873644747
23.25,0.0044762201522317805
23.5,0.0044531508990423565
23.75,0.004429450734553714
24.0,0.0044067051532525724
24.25,0.004384266106610696
24.5,0.004362205604430661
24.75,0.004339983954501224
25.0,0.004318125127306952
25.25,0.004297148764810916
25.5,0.004275867505089437
25.75,0.004255082920194011
26.0,0.004233417267708415
26.25,0.004213318342915847
26.5,0.004193293444699283
26.75,0.004173202820881034
27.0,0.004154443343407753
27.25,0.0041346223853792365
27.5,0.004116266095650183
27.75,0.004096566357872085
28.0,0.004078765223361494
28.25,0.004061215603355332
28.5,0.004042762588870314
28.75,0.004026011122680334
29.0,0.0040082482318303265
29.25,0.00399112508205845
29.5,0.003973872566623579
29.75,0.0039568010074198644
30.0,0.003940937655386069
30.25,0.003924356395124319
30.5,0.003907563829716294
30.75,0.003891297294005517
31.0,0.0038761868560910984
31.25,0.0038604539741604023
31.5,0.003844965628275386
31.75,0.0038287808162234265
