tb,mean
-0.0,0.00028754530668386943
0.25,0.004582554038436723
0.5,0.00892084707219003
0.75,0.009426632702704276
1.0,0.009107447019612169
1.25,0.008480575381511679
1.5,0.007659643049475297
1.75,0.006734610721032855
2.0,0.005796270483518968
2.25,0.0049052573924420785
2.5,0.004141962382223594
2.75,0.0047043795510005836
3.0,0.005411330581170091
3.25,0.005730595423998946
3.5,0.005692973002841822
3.75,0.005357803033399303
4.0,0.004811655653022892
4.25,0.004153732001033789
4.5,0.0034574321834320073
4.75,0.002772297858797574
5.0,0.0025341416417273993
5.25,0.0029480466204968537
5.5,0.003172428994028793
5.75,0.0031996538856945097
6.0,0.00305941666510625
6.25,0.002798267365084455
6.5,0.002489821937554583
6.75,0.0023514053202107225
7.0,0.0022478684736954345
7.25,0.002141584840601119
7.5,0.0020386775462960484
7.75,0.002008544065803383
8.0,0.002069501047246165
8.25,0.0020868419900563805
8.5,0.0020639546564895765
8.75,0.002005646929031784
9.0,0.0019234893532966322
9.25,0.0018276642254065009
9.5,0.0017633421436078678
9.75,0.0017630800912818523
10.0,0.0017606852684675935
10.25,0.0017539484426982127
10.5,0.001743135047940246
10.75,0.0017264341920546706
11.0,0.001705306441669413
11.25,0.0016811733886558755
11.5,0.0016549860514320492
11.75,0.0016267956783599484
12.0,0.0015997267920903595
12.25,0.0015740825971679107
12.5,0.0015508576481461649
12.75,0.0015306444724601993
13.0,0.0015130561406061194
13.25,0.0014984295615734357
13.5,0.0014858686478802334
13.75,0.0014753276370675127
14.0,0.00146549082302847
14.25,0.0014561357089838565
14.5,0.0014472181256439131
14.75,0.0014379180355303816
15.0,0.0014277223753804043
15.25,0.0014169415755289978
15.5,0.0014058390192617668
15.75,0.0013937206895816372
16.0,0.0013814096518117759
16.25,0.0013690813566919918
16.5,0.0013567373144181987
16.75,0.0013450468387557312
17.0,0.0013336375124586707
17.25,0.0013227242358685091
17.5,0.0013123499079997344
17.75,0.001302883339753463
18.0,0.0012937605812728982
18.25,0.0012853261242944782
