method,rate_total,seed,t_fail,node,w_e,gap_next,n_amostras,area_1.25,frac_1.25,arearad_1.25,arcom_1.25,tclose_1.25,cens_1.25,area_1.5,frac_1.5,arearad_1.5,arcom_1.5,tclose_1.5,cens_1.5
baseline,12.0,2,50.20000000000044,14,1.5,4.300000000000054,30,0.8349738529167128,1.0,0.23677522434104623,4.735504486820925,,True,0.4599738529167342,1.0,0.13045155992855184,2.609031198571037,,True
baseline,12.0,2,54.5000000000005,12,1.5,2.799999999999933,30,0.9248948074917024,0.8333333333333334,0.27672787929135995,5.534557585827199,,True,0.6123948074917202,0.8333333333333334,0.18322809793452616,3.6645619586905234,,True
baseline,12.0,2,58.10000000000056,18,0.6,0.09999999999988063,12,0.30845645522926834,1.0,0.08793733564890784,1.7587467129781567,,True,0.19042875208825863,0.5833333333333334,0.054386324417522294,1.0877264883504458,,True
baseline,12.0,2,59.00000000000057,7,1.5,3.0999999999999304,30,0.7810872314935464,1.0,0.23137467193253772,4.627493438650754,,True,0.40608723149356785,1.0,0.12002493231667201,2.4004986463334403,,True
baseline,12.0,2,62.1000000000005,23,0.6,0.3999999999999986,12,0.1233154555116462,1.0,0.037741454469127744,0.7548290893825549,,True,0.021679423152817824,0.5833333333333334,0.006584026446986447,0.13168052893972892,,True
baseline,12.0,2,65.30000000000057,17,0.7999999999999972,0.7999999999999972,16,0.4061843628769097,0.6875,0.12760658104171504,2.552131620834301,,True,0.2686843628769175,0.6875,0.08440968205485784,1.6881936410971567,,True
baseline,12.0,2,66.3000000000004,12,0.6,0.29999999999998295,12,0.23259594406883838,1.0,0.07256738605754975,1.451347721150995,,True,0.08259594406884692,1.0,0.026171810340064033,0.5234362068012807,,True
baseline,12.0,2,66.60000000000038,20,0.6,0.4000000000001904,12,0.3725890769498576,1.0,0.11952275312959723,2.3904550625919447,,True,0.2225890769498661,1.0,0.07157212841691364,1.4314425683382728,,True
baseline,12.0,2,70.50000000000048,23,1.5,2.8000000000000824,30,0.07208295593419915,0.8,0.022337337815211026,0.4467467563042205,,True,0.0,0.0,0.0,0.0,0.0,False
baseline,12.0,2,77.99999999999994,7,0.6,0.50000000000054,12,0.25093751376946094,0.5833333333333334,0.07118000768871255,1.423600153774251,,True,0.16343751376946591,0.5833333333333334,0.04634528315440731,0.9269056630881461,,True
baseline,12.0,2,80.39999999999971,11,1.5,5.600000000000236,30,0.6507289927608502,1.0,0.18548993104719289,3.709798620943858,,True,0.309411705748721,0.8333333333333334,0.08836777651953358,1.7673555303906716,,True
baseline,12.0,2,95.19999999999888,19,1.0000000000003837,1.0000000000003837,20,0.44981810266079875,0.75,0.12288219537137955,2.457643907427591,,True,0.2623181026608094,0.75,0.07166057601937495,1.4332115203874989,,True
baseline,12.0,2,96.19999999999926,11,1.5,5.19999999999925,30,0.6599807496898745,1.0,0.1872896942712032,3.745793885424064,,True,0.2851775936571379,0.9666666666666667,0.0808670313359505,1.61734062671901,1.4999999999973284,False
baseline,12.0,2,101.39999999999851,13,1.5,1.8000000000003666,30,0.7886011344028371,0.8333333333333334,0.2359489076621458,4.718978153242916,,True,0.4761011344028549,0.8333333333333334,0.142449126305312,2.8489825261062403,,True
baseline,12.0,2,112.69999999999789,24,1.3999999999997925,1.3999999999997925,28,0.6897542241109859,0.8214285714285714,0.18842841767387838,3.768568353477568,,True,0.40225422411100226,0.8214285714285714,0.10988860133413804,2.197772026682761,,True
baseline,12.0,2,114.09999999999768,14,1.1999999999999176,1.1999999999999176,24,0.49989911393672487,1.0,0.1416139450198097,2.832278900396194,,True,0.19989911393674192,1.0,0.056710230518153645,1.134204610363073,,True
baseline,12.0,2,115.2999999999976,25,0.6,0.20000000000013074,12,0.39163532690719555,1.0,0.11823362446464054,2.364672489292811,,True,0.2444924179705324,0.75,0.07445871203711688,1.4891742407423374,,True
baseline,12.0,2,115.49999999999773,16,0.999999999999929,0.999999999999929,20,0.7829085691308411,1.0,0.2426721382105648,4.853442764211296,,True,0.5348126108473213,0.95,0.1657811123294579,3.3156222465891583,,True
baseline,12.0,2,116.49999999999766,6,1.5,2.5000000000004263,30,0.5373886308332627,1.0,0.17527834514750743,3.5055669029501484,,True,0.18046438884441723,0.7666666666666667,0.05827907151826588,1.1655814303653176,1.1999999999978002,False
baseline,12.0,2,118.99999999999808,7,1.5,1.699999999999804,30,0.7204111629790968,0.8333333333333334,0.25147093524213426,5.029418704842685,,True,0.40791116297911456,0.8333333333333334,0.1423878569924951,2.847757139849902,,True
baseline,12.0,2,122.89999999999765,12,0.6,0.39999999999994884,12,0.21436064364972973,1.0,0.06920027667840133,1.3840055335680266,,True,0.08252861287116948,0.6666666666666666,0.026750604102177306,0.5350120820435461,,True
baseline,12.0,2,124.99999999999716,2,1.5,2.0000000000009237,30,0.46397704449222965,1.0,0.1384833614853026,2.769667229706052,,True,0.12666766102743884,0.8,0.03789887555535278,0.7579775111070557,1.4999999999977973,False
baseline,12.0,2,129.1999999999974,24,1.5,1.7000000000002444,30,1.027337615582663,0.8666666666666667,0.30737869579723337,6.147573915944667,,True,0.7023376155826816,0.8666666666666667,0.21013892318612623,4.202778463722525,,True
baseline,12.0,2,134.79999999999663,5,1.5,2.400000000000773,29,0.9671464852269793,0.8620689655172413,0.27621639026675154,5.524327805335031,,True,0.6546464852269971,0.8620689655172413,0.18696659897159218,3.7393319794318436,,True
baseline,12.0,2,147.89999999999588,9,1.5,inf,30,0.771790950220409,0.8666666666666667,0.2108393721147411,4.216787442294822,,True,0.44679095022042753,0.8666666666666667,0.12205523190459985,2.441104638091997,,True
baseline,12.0,3,25.60000000000012,25,1.5,2.300000000000008,30,0.7445791407831224,0.8666666666666667,0.20340559640873543,4.068111928174709,,True,0.4195791407831408,0.8666666666666667,0.11462145619859415,2.292429123971883,,True
baseline,12.0,3,27.900000000000126,14,1.5,1.8000000000000256,30,0.6482855276565779,1.0,0.18504038830209768,3.7008077660419536,,True,0.31446518133612805,0.8666666666666667,0.08981104577230568,1.7962209154461137,,True
