method,rate_total,seed,t_fail,node,w_e,gap_next,gap_prev,lb_max,w_clip_floor,w_full,gmax_pre,egap_pre,alive_pre,gmax_peak,t_peak_rel,gmax_first,alive_first,gap_rad_first,floor_first,gap_rad_peak,alive_peak,arc_peak_m,geom_floor,n_concurrent,peak_late,m_nvals,m_shift,m_unstable,isolated,rel_floor,at_floor,above_floor,below_floor
baseline,12.0,0,141.29999999999671,8,0.9999999999999432,0.9999999999999432,0.8999999999999488,1.6210857136296442,False,False,1.6982802714215322,0.1580638349386411,22.0,1.7867160722513744,0.25000000000122213,1.7867160722513744,21.0,0.5345841987272122,1.9047619047619047,0.5345841987272122,21.0,10.691683974544244,1.9047619047619047,1,False,2,-1.0,False,False,0.9380259379319716,False,False,True
baseline,12.0,0,142.8999999999962,19,1.5,5.500000000000568,0.5999999999995396,1.4877240259747468,False,True,1.5585680272116398,0.2009663471313618,22.0,1.5583145805283658,0.20000000000209184,1.5583145805283658,21.0,0.4662466322066452,1.9047619047619047,0.4662466322066452,21.0,9.324932644132904,1.9047619047619047,1,False,2,-1.0,False,False,0.818115154777392,False,False,True
baseline,12.0,1,24.100000000000072,18,0.6,0.40000000000000924,inf,0.9595102800104951,True,False,1.001228118271821,0.0008582345179341,24.0,1.9177417148798208,0.20000000000013785,1.9177417148798208,23.0,0.5238924593868814,1.9130434782608696,0.5238924593868814,23.0,10.477849187737629,1.9130434782608696,1,False,2,-1.0,False,False,1.0024558964144517,True,False,False
baseline,12.0,1,24.50000000000008,13,0.6,0.40000000000000213,0.40000000000000924,1.8295602926838428,True,False,1.912722124169472,0.194596593835668,23.0,1.9107608636196107,1.3145040611561853e-13,1.835462752708379,22.0,0.5242069363496675,1.9090909090909092,0.5219854166881963,23.0,10.439708333763926,1.9130434782608696,2,False,2,0.0,True,False,0.9988068150738874,True,False,False
baseline,12.0,1,24.900000000000084,7,1.5,3.2000000000000455,0.40000000000000213,1.7483827419192246,False,True,1.8316390629629973,0.2527578614878646,22.0,1.8300911025972049,1.3500311979441904e-13,1.7494440214090263,21.0,0.5234324271928745,1.9047619047619047,0.5226727966654021,22.0,10.453455933308042,1.9090909090909092,2,False,2,0.0,True,False,0.9586191489794882,False,False,True
baseline,12.0,1,28.10000000000013,19,1.5,3.999999999999943,3.2000000000000455,1.0959514664907024,False,True,1.1507490398152376,0.1002619054466896,21.0,1.9780854512698636,0.20000000000013785,1.9780854512698636,20.0,0.6214338721882253,1.9,0.6214338721882253,20.0,12.428677443764506,1.9,0,False,2,-1.0,False,True,1.0410976059315071,False,True,False
baseline,12.0,1,34.30000000000022,24,1.5,1.799999999999912,1.4000000000001336,1.1768471023055753,False,True,1.230340152410374,0.1385633145880017,23.0,1.953981000338301,0.39999999999994884,1.9530552548021127,22.0,0.5577912764128419,1.9090909090909092,0.5580556687197129,22.0,11.161113374394258,1.9090909090909092,0,False,2,-1.0,False,True,1.0235138573200624,False,True,False
baseline,12.0,1,36.80000000000025,5,1.5,1.900000000000027,0.7000000000001236,1.3823672965952085,False,True,1.4452021737131724,0.1983768856837577,23.0,1.7500097560487828,0.3999999999997641,1.7459232964926392,22.0,0.4986345274538681,1.9090909090909092,0.4998016175739384,22.0,9.996032351478767,1.9090909090909092,1,False,2,-1.0,False,False,0.9166717769779338,False,False,True
baseline,12.0,1,38.70000000000028,4,1.4999999999999076,1.4999999999999076,1.900000000000027,1.3181207413842206,False,False,1.3808883957358502,0.1620121044249049,22.0,2.3865972122204675,0.2999999999996419,2.3865972122204675,21.0,0.7140682160942573,1.9047619047619047,0.7140682160942573,21.0,14.281364321885146,1.9047619047619047,0,False,2,-1.0,False,True,1.2529635364157454,False,True,False
baseline,12.0,1,40.20000000000019,7,0.6,0.20000000000011653,1.4999999999999076,1.8999460835616493,True,False,1.994943387739732,0.2611324668333221,21.0,2.2055779124839447,0.44999999999964047,2.16137737908546,20.0,0.679016729577004,1.9,0.6929027366779472,20.0,13.858054733558944,1.9,2,False,3,-1.0,True,False,1.1608304802547078,False,True,False
baseline,12.0,1,40.400000000000304,14,0.6,0.30000000000000426,0.20000000000011653,1.8044483130931133,True,False,1.894670728747769,0.2476220609410316,21.0,2.2055779124839447,0.24999999999952394,2.16137737908546,20.0,0.679016729577004,1.9,0.6929027366779472,20.0,13.858054733558944,1.9,2,False,3,-1.0,True,False,1.1608304802547078,False,True,False
baseline,12.0,1,40.70000000000031,17,1.5,1.599999999999909,0.30000000000000426,1.9782121524444416,False,True,2.088112827580244,0.3681442385843657,19.0,2.093204908999664,0.19999999999949836,1.9783780985718145,18.0,0.6905842333884618,1.8888888888888888,0.6922102278496247,19.0,13.844204556992494,1.894736842105263,2,False,2,0.0,True,False,1.1047470353053783,False,True,False
baseline,12.0,1,55.80000000000052,15,1.5,5.10000000000008,7.100000000000215,1.0295134954187597,False,True,1.0742749517413144,0.0474048744331314,24.0,1.8496467709986069,0.349999999998424,1.8488797061904652,23.0,0.5050806002034105,1.9130434782608696,0.5052901484787222,23.0,10.105802969574444,1.9130434782608696,0,False,2,-1.0,False,True,0.9668608121129081,False,False,True
baseline,12.0,1,60.9000000000006,23,1.5,2.8999999999999204,5.10000000000008,1.073084435408052,False,True,1.1218610006538725,0.0630740021071791,23.0,1.8920238633095288,0.2999999999980574,1.8920238633095288,22.0,0.5403607517627087,1.9090909090909092,0.5403607517627087,22.0,10.807215035254174,1.9090909090909092,0,False,2,-1.0,False,True,0.9910601188764198,True,False,False
baseline,12.0,1,64.10000000000063,3,1.499999999999801,1.499999999999801,0.30000000000011084,1.222791092880437,False,False,1.2783725061931843,0.1693325364792611,23.0,1.833569180756195,0.39999999999784563,1.8326637106477703,22.0,0.5234075318065132,1.9090909090909092,0.5236661334647561,22.0,10.473322669295122,1.9090909090909092,1,False,2,-1.0,False,False,0.9604409994437211,False,False,True
baseline,12.0,1,65.60000000000043,13,1.5,3.3000000000001677,1.499999999999801,1.5171178503431053,False,True,1.5893615575023008,0.1757423191490245,22.0,1.72867200392394,0.24999999999796785,1.72867200392394,21.0,0.5172174540946473,1.9047619047619047,0.5172174540946473,21.0,10.344349081892945,1.9047619047619047,0,False,2,-1.0,False,True,0.9075528020600686,False,False,True
baseline,12.0,1,69.20000000000034,21,0.8999999999999488,0.8999999999999488,0.29999999999974136,1.1529437356825893,False,False,1.2078458183341414,0.1617178273442821,22.0,2.0352209904917915,0.2999999999978513,2.0352209904917915,21.0,0.6089366963962624,1.9047619047619047,0.6089366963962624,21.0,12.178733927925247,1.9047619047619047,1,False,2,-1.0,False,False,1.0684910200081905,False,True,False
baseline,12.0,1,70.10000000000029,11,1.5,2.000000000000341,0.8999999999999488,1.7817412723303434,False,True,1.8708283359468605,0.2231806332918612,21.0,1.9253976902355767,0.2999999999978513,1.9253976902355767,20.0,0.6048815238882845,1.9,0.6048815238882845,20.0,12.09763047776569,1.9,1,False,2,-1.0,False,False,1.0133672053871456,True,False,False
baseline,12.0,1,76.59999999999981,14,0.6000000000005343,0.6000000000005343,2.9999999999993747,1.107449719119094,False,False,1.160185420029527,0.1013043775044447,22.0,1.819598628672612,0.34999999999796216,1.8187426994893665,21.0,0.5441665431891298,1.9047619047619047,0.5444226366018992,21.0,10.888452732037983,1.9047619047619047,0,False,2,-1.0,False,True,0.9552892800531214,False,False,True
baseline,12.0,1,82.8999999999998,23,1.5,1.7000000000000028,4.799999999999514,1.1193978915022083,False,True,1.1702796138432177,0.0654080433445736,23.0,1.7703388050361426,0.29999999999760973,1.7696449838351342,22.0,0.505409425516226,1.9090909090909092,0.5056075803878617,22.0,10.112151607757234,1.9090909090909092,0,False,2,-1.0,False,True,0.9273203264475033,False,False,True
baseline,12.0,1,89.59999999999964,21,1.3000000000001677,1.3000000000001677,4.9999999999998295,1.062657698165983,False,False,1.1109603208098913,0.0714963047792838,23.0,2.089679149678337,0.29999999999739657,2.089679149678337,22.0,0.5968109695444754,1.9090909090909092,0.5968109695444754,22.0,11.936219390889509,1.9090909090909092,0,False,2,-1.0,False,True,1.0945938403077005,False,True,False
baseline,12.0,1,94.09999999999891,9,1.5,2.4999999999998863,3.1999999999991076,1.1582958621640165,False,True,1.2109456740805626,0.0760384208070653,23.0,1.8444472626578885,0.29999999999786553,1.8444472626578885,22.0,0.5267729063908932,1.9090909090909092,0.5267729063908932,22.0,10.535458127817865,1.9090909090909092,0,False,2,-1.0,False,True,0.9661390423446082,False,False,True
baseline,12.0,1,96.5999999999988,8,1.0000000000008384,1.0000000000008384,2.4999999999998863,1.1586806182410254,False,False,1.2138558857763124,0.089308416676497,22.0,2.2615085063009763,0.2999999999978371,2.2615085063009763,21.0,0.6766417628024737,1.9047619047619047,0.6766417628024737,21.0,13.532835256049474,1.9047619047619047,0,False,2,-1.0,False,True,1.1872919658080126,False,True,False
baseline,12.0,1,99.99999999999837,7,0.6,0.20000000000067075,2.3999999999987267,1.3200795270919654,True,False,1.3829404569534876,0.1717701349758146,22.0,2.519765808271978,0.2999999999980787,2.519765808271978,21.0,0.7539121668603803,1.9047619047619047,0.7539121668603803,21.0,15.078243337207606,1.9047619047619047,1,False,3,-1.0,True,False,1.3228770493427884,False,True,False
baseline,12.0,1,100.19999999999904,11,1.5,1.8999999999998778,0.20000000000067075,1.305757814015654,False,True,1.367936757540209,0.1670850972334447,22.0,2.519765808271978,0.09999999999740794,2.519765808271978,21.0,0.7539121668603803,1.9047619047619047,0.7539121668603803,21.0,15.078243337207606,1.9047619047619047,1,False,3,-1.0,True,False,1.3228770493427884,False,True,False
baseline,12.0,1,103.69999999999928,21,0.8999999999995225,0.8999999999995225,1.6000000000003638,1.4050170035509093,False,False,1.4752678537284547,0.1991455132703795,21.0,1.5662540409348311,0.29999999999695603,1.5659625079837978,20.0,0.4919616310878947,1.9,0.4920532188656192,20.0,9.841064377312383,1.9,0,False,2,-1.0,False,True,0.8243442320709637,False,False,True
