method,rate_total,seed,t_fail,node,w_e,gap_next,gap_prev,lb_max,w_clip_floor,w_full,gmax_pre,egap_pre,alive_pre,gmax_peak,t_peak_rel,gmax_first,alive_first,gap_rad_first,floor_first,gap_rad_peak,alive_peak,arc_peak_m,geom_floor,n_concurrent,peak_late,m_nvals,m_shift,m_unstable,isolated,rel_floor,at_floor,above_floor,below_floor
baseline,48.0,0,27.60000000000012,16,0.6,0.2000000000000064,1.8000000000001357,1.6711592249376523,True,False,1.7591149736185812,0.2910998739375726,20.0,2.562919692820265,0.2500000000001421,2.562919692820265,19.0,0.8475420714426058,1.894736842105263,0.8475420714426058,19.0,16.950841428852115,1.894736842105263,1,False,3,-1.0,True,False,1.3526520600995844,False,True,False
baseline,48.0,0,27.800000000000125,23,1.3999999999999275,1.3999999999999275,0.2000000000000064,1.6064125851804492,False,False,1.6909606159794202,0.2766443423304329,20.0,2.562919692820265,0.050000000000135714,2.562919692820265,19.0,0.8475420714426058,1.894736842105263,0.8475420714426058,19.0,16.950841428852115,1.894736842105263,1,False,3,-1.0,True,False,1.3526520600995844,False,True,False
baseline,48.0,0,30.00000000000016,13,1.5,1.7999999999999368,0.8000000000001073,1.6235358328362857,False,True,1.7137322679938571,0.296612291167205,19.0,2.279758984899395,0.20000000000013074,2.279758984899395,18.0,0.7957860087683626,1.8888888888888888,0.7957860087683626,18.0,15.915720175367252,1.8888888888888888,1,False,2,-1.0,False,False,1.2069312272996797,False,True,False
baseline,48.0,0,32.100000000000186,20,0.6,0.5000000000000071,0.30000000000008953,1.7062380155245778,True,False,1.8010290163870544,0.3106117016235733,19.0,1.8010290163870544,1.2789769243681803e-13,1.750848556206805,18.0,0.611161440191955,1.8888888888888888,0.5955894238719601,19.0,11.911788477439202,1.894736842105263,2,False,2,0.0,True,False,0.9505430919820566,False,False,True
baseline,48.0,0,32.60000000000019,4,0.7999999999999261,0.7999999999999261,0.5000000000000071,1.6406823759788163,False,False,1.73719310397757,0.3186320048144584,18.0,1.7312528418316286,9.237055564881302e-14,1.592891245256951,17.0,0.5887312275372629,1.8823529411764706,0.6043212454894107,18.0,12.086424909788214,1.8888888888888888,2,False,2,0.0,True,False,0.9165456221461563,False,False,True
baseline,48.0,0,34.200000000000145,21,1.3999999999999773,1.3999999999999773,0.5000000000000497,1.4939447588588057,False,False,1.5769416899065172,0.2839492125036433,19.0,2.278137190374142,0.2500000000000355,2.278137190374142,18.0,0.7952198956832328,1.8888888888888888,0.7952198956832328,18.0,15.904397913664656,1.8888888888888888,2,False,2,-1.0,False,False,1.206072630198075,False,True,False
baseline,48.0,0,36.50000000000025,14,1.4999999999999147,1.4999999999999147,0.7000000000001236,1.4643543885992156,False,False,1.5414256722097006,0.2423927105141221,20.0,2.0563649632717773,0.2999999999997982,2.0563649632717773,19.0,0.6800274801804274,1.894736842105263,0.6800274801804274,19.0,13.600549603608547,1.894736842105263,2,False,2,-1.0,False,False,1.0853037306156603,False,True,False
baseline,48.0,0,38.1000000000002,22,1.5,1.9999999999999858,0.10000000000003695,1.669760162294137,False,True,1.7576422760990915,0.2310243300603522,20.0,1.8790537848434616,0.24999999999975842,1.8790537848434616,19.0,0.62139174380677,1.894736842105263,0.62139174380677,19.0,12.4278348761354,1.894736842105263,1,False,2,-1.0,False,False,0.9917228308896048,True,False,False
baseline,48.0,0,40.400000000000304,11,0.6,0.19999999999988916,0.30000000000011795,1.3575465175074242,True,False,1.4289963342183414,0.1955639322752583,20.0,1.916849197409988,0.5499999999995069,1.916849197409988,19.0,0.6338904585918641,1.894736842105263,0.6338904585918641,19.0,12.677809171837282,1.894736842105263,3,True,2,-1.0,False,False,1.0116704097441604,True,False,False
baseline,48.0,0,40.70000000000032,7,0.6,0.5999999999998806,0.10000000000012932,1.7730073148087897,True,False,1.8663234892724103,0.3017108652808612,20.0,1.916849197409988,0.2499999999994884,1.916849197409988,19.0,0.6338904585918641,1.894736842105263,0.6338904585918641,19.0,12.677809171837282,1.894736842105263,4,False,2,-1.0,False,False,1.0116704097441604,True,False,False
baseline,48.0,0,41.3000000000002,4,0.8999999999999488,0.8999999999999488,0.5999999999998806,1.794531706167855,False,False,1.894227912066069,0.3320932276790324,19.0,1.8901156518935809,0.04999999999958504,1.7392491876362597,18.0,0.6071124967377877,1.8888888888888888,0.6250498364656796,19.0,12.500996729313592,1.894736842105263,3,False,2,0.0,True,False,0.9975610384993899,True,False,False
baseline,48.0,0,45.70000000000029,18,0.6,0.0999999999999801,1.2000000000000384,1.192282331397844,True,False,1.255034033050362,0.1687105367539036,20.0,1.6755054189712688,0.34999999999923403,1.6739803663726325,19.0,0.5535752022368223,1.894736842105263,0.5540795279252659,19.0,11.081590558505319,1.894736842105263,2,False,3,-1.0,True,False,0.8842945266792808,False,False,True
baseline,48.0,0,45.80000000000027,14,0.6,0.2999999999999332,0.0999999999999801,1.1817995733849354,True,False,1.243999550931511,0.1639908670084065,20.0,1.6755054189712688,0.24999999999925393,1.6739803663726325,19.0,0.5535752022368223,1.894736842105263,0.5540795279252659,19.0,11.081590558505319,1.894736842105263,2,False,3,-1.0,True,False,0.8842945266792808,False,False,True
baseline,48.0,0,46.600000000000286,24,1.5,1.8000000000000185,0.5000000000000853,1.5375736085376261,False,True,1.6229943645674942,0.3040890740124394,19.0,1.6509586626484347,0.29999999999918714,1.650706864187601,18.0,0.5762053953068902,1.8888888888888888,0.5762932895507502,18.0,11.525865791015004,1.8888888888888888,3,False,2,-1.0,False,False,0.8740369390491713,False,False,True
baseline,48.0,0,53.90000000000051,2,0.6999999999997755,0.6999999999997755,0.100000000000243,1.115538096952751,False,False,1.166244374086967,0.2565531241449106,23.0,2.1310107642914877,0.29999999999854765,2.1310107642914877,22.0,0.608615251074446,1.9090909090909092,0.608615251074446,22.0,12.17230502148892,1.9090909090909092,2,False,2,-1.0,False,False,1.1162437336764934,False,True,False
baseline,48.0,0,60.80000000000048,23,1.1000000000000298,1.1000000000000298,6.200000000000195,1.0669081212465696,False,False,1.1154039449395954,0.0686440050513184,23.0,1.9963767093178548,0.2999999999981853,1.9963767093178548,22.0,0.5701638548900672,1.9090909090909092,0.5701638548900672,22.0,11.403277097801343,1.9090909090909092,0,False,2,-1.0,False,True,1.0457211334522096,False,True,False
baseline,48.0,0,66.2000000000004,12,0.7999999999999687,0.7999999999999687,4.299999999999891,1.0494895318653292,False,False,1.0971936014955714,0.0520078463626518,23.0,1.8756684461094315,0.24999999999796785,1.8756684461094315,22.0,0.5356896555334156,1.9090909090909092,0.5356896555334156,22.0,10.713793110668313,1.9090909090909092,0,False,2,-1.0,False,True,0.9824929955811308,True,False,False
baseline,48.0,0,67.00000000000037,7,1.5,1.5999999999998238,0.7999999999999687,1.73400774588112,False,True,1.8165795433040304,0.1837700286934056,22.0,1.9079308824441847,0.2999999999979508,1.9079308824441847,21.0,0.5708515851279756,1.9047619047619047,0.5708515851279756,21.0,11.417031702559512,1.9047619047619047,1,False,2,-1.0,False,False,1.0016637132831971,True,False,False
baseline,48.0,0,68.6000000000002,22,0.6,0.20000000000028706,1.5999999999998238,1.519158845214375,True,False,1.5951167874750936,0.169293397199795,21.0,2.427903984223293,0.599999999998019,2.427903984223293,20.0,0.7627485320457286,1.9,0.7627485320457286,20.0,15.254970640914571,1.9,2,True,2,-1.0,False,False,1.2778442022227858,False,True,False
baseline,48.0,0,68.90000000000036,6,0.999999999999929,0.999999999999929,0.09999999999988063,1.7858539583036661,False,False,1.8751466562188492,0.3000592548123243,21.0,2.427903984223293,0.2999999999978513,2.427903984223293,20.0,0.7627485320457286,1.9,0.7627485320457286,20.0,15.254970640914571,1.9,2,False,2,-1.0,False,False,1.2778442022227858,False,True,False
baseline,48.0,0,69.90000000000029,25,1.5,1.9999999999999005,0.999999999999929,2.0994545464024643,False,True,2.209952154107857,0.3525415986542959,20.0,2.177874715647502,0.04999999999787974,2.007028703298315,19.0,0.6637122768237722,1.894736842105263,0.6841995207117151,20.0,13.683990414234302,1.9,1,False,2,0.0,True,False,1.1462498503407905,False,True,False
baseline,48.0,0,71.90000000000019,15,0.6,0.5999999999998664,1.9999999999999005,1.3777751084920957,True,False,1.45431817007499,0.1974642910873177,19.0,1.583292724156728,0.4499999999978428,1.581109499437649,18.0,0.551911331994928,1.8888888888888888,0.5526734211881053,18.0,11.053468423762105,1.8888888888888888,1,False,2,-1.0,False,False,0.8382137951417973,False,False,True
baseline,48.0,0,72.50000000000006,2,1.5,1.700000000000344,0.5999999999998664,1.4868289800774146,False,True,1.5742895083172623,0.219799329244066,18.0,1.7622656613862469,0.2999999999979508,1.7622656613862469,17.0,0.6513318653511284,1.8823529411764706,0.6513318653511284,17.0,13.026637307022568,1.8823529411764706,1,False,2,-1.0,False,False,0.9362036326114437,False,False,True
baseline,48.0,0,75.39999999999976,4,1.2000000000004292,1.2000000000004292,0.3999999999993946,1.3933951594484624,False,False,1.4708060016400435,0.2801919848200824,19.0,2.6258968948373687,0.34999999999807585,2.625229094917036,18.0,0.91637782650906,1.8888888888888888,0.9166109326561472,18.0,18.332218653122943,1.8888888888888888,1,False,2,-1.0,False,False,1.3901807090315481,False,True,False
baseline,48.0,0,77.20000000000034,6,0.699999999999946,0.699999999999946,0.29999999999998295,2.2797339531830554,False,False,2.399719950719006,0.4273030821267229,20.0,2.3558025517451537,0.04999999999741078,2.09197221391801,19.0,0.6918025830272416,1.894736842105263,0.7400971989870664,20.0,14.801943979741328,1.9,2,False,2,0.0,True,False,1.2398960798658705,False,True,False
baseline,48.0,0,78.49999999999982,5,1.199999999999747,1.199999999999747,0.5999999999995254,1.637837917923866,False,False,1.7240399136040696,0.2438508173407247,20.0,3.019890249227786,0.2999999999978513,3.019890249227786,19.0,0.998659475960154,1.894736842105263,0.998659475960154,19.0,19.973189519203082,1.894736842105263,1,False,2,-1.0,False,False,1.5938309648702205,False,True,False
baseline,48.0,0,79.69999999999956,21,0.6,0.20000000000062812,1.199999999999747,2.4530417937854505,True,False,2.589321893440198,0.3852359882534037,19.0,2.558879974093963,0.04999999999805027,,,,,0.8462061608454352,19.0,16.924123216908704,1.894736842105263,1,False,1,0.0,True,False,1.3505199863273694,False,True,False
baseline,48.0,0,81.59999999999953,8,0.6,0.19999999999998863,1.0999999999994685,1.5688898443201542,True,False,1.651462994021215,0.2741944296098107,20.0,2.4265397578206,0.3999999999979593,2.410192734708472,19.0,0.7970361883258557,1.894736842105263,0.802442050190816,19.0,16.04884100381632,1.894736842105263,1,False,3,-1.0,True,False,1.2806737610719834,False,True,False
baseline,48.0,0,81.79999999999951,13,1.5,1.6000000000002501,0.19999999999998863,1.5016145771614844,False,True,1.5806469233278784,0.2580651018007321,20.0,2.4265397578206,0.1999999999979707,2.410192734708472,19.0,0.7970361883258557,1.894736842105263,0.802442050190816,19.0,16.04884100381632,1.894736842105263,1,False,2,-1.0,False,False,1.2806737610719834,False,True,False
baseline,48.0,0,83.49999999999989,2,1.5,1.7000000000004576,0.10000000000012221,1.9339588363697466,False,True,2.0414009939458437,0.3711916457830867,19.0,2.034254988829942,0.04999999999751026,1.8321518971818385,18.0,0.6395416600496739,1.8888888888888888,0.6727158450985824,19.0,13.454316901971648,1.894736842105263,1,False,2,0.0,True,False,1.0736345774380252,False,True,False
baseline,48.0,0,89.89999999999961,25,0.6,0.5999999999999943,0.10000000000009379,1.3200217107096968,True,False,1.3800226975601375,0.2600152197139825,23.0,2.1440665571412607,0.2999999999974108,2.1440665571412607,22.0,0.6123439767929586,1.9090909090909092,0.6123439767929586,22.0,12.246879535859172,1.9090909090909092,2,False,2,-1.0,False,False,1.1230824823120888,False,True,False
baseline,48.0,0,90.4999999999996,15,0.8999999999992383,0.8999999999992383,0.5999999999999943,2.0110975938701845,False,False,2.106864145959241,0.3169730477484512,22.0,2.11547635264841,0.3499999999973795,2.1150333547264686,21.0,0.6328164999339094,1.9047619047619047,0.6329490446022072,21.0,12.658980892044145,1.9047619047619047,3,False,2,-1.0,False,False,1.1106250851404154,False,True,False
baseline,48.0,0,91.39999999999884,24,0.6,0.10000000000104592,0.8999999999992383,1.9415231411332248,True,False,2.0385992981898857,0.3171500256336456,21.0,2.0698624715329883,0.1999999999980986,,,,,0.5911513395008408,22.0,11.823026790016815,1.9090909090909092,2,False,2,1.0,True,False,1.0842136755648986,False,True,False
baseline,48.0,0,92.1999999999988,14,1.300000000000523,1.300000000000523,0.6999999999989086,1.6514500725889532,False,False,1.7340225762184007,0.2510844294270089,21.0,1.9988893638679728,0.7499999999980673,1.9419457257755637,20.0,0.6100802425766609,1.9,0.62796961408664,20.0,12.5593922817328,1.9,2,False,2,-1.0,False,False,1.0520470336147225,False,True,False
baseline,48.0,0,93.49999999999932,7,1.5,3.5999999999996817,1.300000000000523,1.8307258468868728,False,True,1.927079838828287,0.2597323026706573,20.0,1.9151034073443172,0.04999999999752447,1.7681070379063992,19.0,0.584702324320753,1.894736842105263,0.6016474795377689,20.0,12.032949590755377,1.9,0,False,2,0.0,True,True,1.007949161760167,True,False,False
baseline,48.0,0,97.099999999999,4,0.800000000000594,0.800000000000594,3.5999999999996817,1.1281643010641647,False,False,1.1908400955677294,0.0900616204944114,19.0,1.9411791248985448,0.3499999999976069,1.9406057133087504,18.0,0.6773991836050168,1.8888888888888888,0.6775993420092368,18.0,13.551986840184735,1.8888888888888888,0,False,2,-1.0,False,True,1.027683066122759,False,True,False
baseline,48.0,0,98.49999999999856,16,0.6,0.30000000000092086,0.5999999999989711,1.2417270610896096,True,False,1.31071189781681,0.1363278179987637,19.0,2.085204159114156,0.2999999999979508,1.9191262827695164,18.0,0.6699014479177556,1.8888888888888888,0.6895644281587279,19.0,13.791288563174557,1.894736842105263,3,False,3,0.0,True,False,1.100524417310249,False,True,False
baseline,48.0,0,98.79999999999949,2,0.6,0.5999999999993548,0.29999999999988347,1.9754565717923585,True,False,2.085204159114156,0.3202632507657061,19.0,2.0765955702321968,0.0499999999970413,1.9191262827695164,18.0,0.6699014479177556,1.8888888888888888,0.6867176197809028,19.0,13.734352395618057,1.894736842105263,4,False,2,0.0,True,False,1.0959809954003261,False,True,False
baseline,48.0,0,101.29999999999886,12,0.6,0.2000000000004576,1.1000000000000654,1.2169467524505049,True,False,1.2809965815268471,0.1808472211893703,20.0,1.9161647426016428,0.29999999999749605,,,,,0.6019809078425098,20.0,12.039618156850196,1.9,1,False,1,0.0,True,False,1.0085077592640226,True,False,False
baseline,48.0,0,102.59999999999872,21,0.7999999999996845,0.7999999999996845,1.0999999999993975,1.4902381907158622,False,False,1.5686717797009075,0.2052505033049519,20.0,2.07324748931693,0.4499999999975586,2.0680138664616416,19.0,0.6838797021471281,1.894736842105263,0.6856104296327947,19.0,13.712208592655895,1.894736842105263,0,False,2,-1.0,False,True,1.0942139526950465,False,True,False
baseline,48.0,0,103.3999999999984,9,0.6,0.40000000000088676,0.7999999999996845,1.9386293845776525,True,False,2.0463310170541886,0.2781779435901009,19.0,2.03790092037481,0.04999999999787974,2.03768978142534,18.0,0.7112879164023154,1.8888888888888888,0.673921532651935,19.0,13.4784306530387,1.894736842105263,2,False,2,0.0,True,False,1.0755588190867054,False,True,False
baseline,48.0,0,103.79999999999929,25,1.299999999999713,1.299999999999713,0.40000000000088676,1.9230976722803108,False,False,2.0362210647673877,0.3502602124061293,18.0,2.033674534234136,0.049999999996956035,1.889831553095574,17.0,0.6984801086737935,1.8823529411764706,0.7098863307269561,18.0,14.197726614539121,1.8888888888888888,1,False,2,0.0,True,False,1.0766512240063073,False,True,False
baseline,48.0,0,106.99999999999808,3,0.6000000000003212,0.6000000000003212,0.19999999999859597,1.2650768629340017,False,False,1.3316598557200017,0.3145766482771419,20.0,1.8390181489184545,0.24999999999795364,1.8390181489184545,19.0,0.6081522006800544,1.894736842105263,0.6081522006800544,19.0,12.163044013601088,1.894736842105263,2,False,2,-1.0,False,False,0.9705929119291844,False,False,True
baseline,48.0,0,107.5999999999984,24,1.5,1.7000000000004576,0.6000000000003212,1.7057368201162788,False,True,1.8004999767894054,0.3143800006840146,19.0,1.791156224612806,0.049999999997638156,1.6532929166131918,18.0,0.577108097896005,1.8888888888888888,0.5923245512289705,19.0,11.84649102457941,1.894736842105263,2,False,2,0.0,True,False,0.9453324518789811,False,False,True
baseline,48.0,0,114.19999999999769,10,0.6,0.5000000000013358,2.3999999999984,1.2108744867136854,True,False,1.2685351765571942,0.1315092225354975,22.0,1.652362129449876,0.5499999999979366,1.6258680409740571,21.0,0.4864585803076693,1.9047619047619047,0.4943855930428302,21.0,9.887711860856603,1.9047619047619047,1,True,2,-1.0,False,False,0.8674901179611849,False,False,True
baseline,48.0,0,114.69999999999902,2,0.6,0.29999999999905924,0.5000000000013358,1.57243914620217,True,False,1.6510611035122786,0.171824697111049,21.0,1.8804871289911247,0.4999999999965752,1.7830541105447186,20.0,0.5601629694640371,1.9,0.5626404332960648,21.0,11.252808665921297,1.9047619047619047,2,False,2,0.0,True,False,0.9872557427203406,True,False,False
baseline,48.0,0,116.19999999999813,5,0.6,0.4999999999998579,0.5999999999997243,1.5917718461210308,True,False,1.6675705054601275,0.2699564196096424,22.0,1.6427957329905418,0.04999999999741078,1.521584440148788,21.0,0.4552569999036162,1.9047619047619047,0.4691813641919768,22.0,9.383627283839536,1.9090909090909092,2,False,2,0.0,True,False,0.8605120506140933,False,False,True
baseline,48.0,0,116.69999999999798,13,1.1999999999999318,1.1999999999999318,0.4999999999998579,1.5034046519475817,False,False,1.5785748845449608,0.2150790920801118,21.0,2.1838926333579707,0.29999999999751026,2.1838926333579707,20.0,0.6860901053186268,1.9,0.6860901053186268,20.0,13.721802106372536,1.9,1,False,2,-1.0,False,False,1.1494171754515636,False,True,False
baseline,48.0,0,117.89999999999792,8,0.6,0.4999999999997442,1.1999999999999318,1.8364681803051173,True,False,1.933124400321176,0.254985791133013,20.0,2.1381088158419903,0.44999999999750173,2.1273479992159854,19.0,0.7035011416806194,1.894736842105263,0.7070596787815546,19.0,14.141193575631092,1.894736842105263,1,False,2,-1.0,False,False,1.1284463194721617,False,True,False
baseline,48.0,0,118.39999999999766,23,0.9000000000006452,0.9000000000006452,0.4999999999997442,2.0254220685889397,False,False,2.137945516843881,0.3314625660637132,19.0,2.136570739486838,0.04999999999773763,2.0014261473959216,18.0,0.6986295201512833,1.8888888888888888,0.7065510462154485,19.0,14.13102092430897,1.894736842105263,1,False,2,0.0,True,False,1.1276345569513868,False,True,False
baseline,48.0,0,119.2999999999983,7,1.5,2.099999999998957,0.9000000000006452,1.7622135782329884,False,True,1.8658732004819876,0.2961656987085942,18.0,1.897363305119316,0.7999999999970129,1.8228459542211048,17.0,0.6737222892243411,1.8823529411764706,0.7012638377121991,17.0,14.025276754243983,1.8823529411764706,1,False,2,-1.0,False,False,1.0079742558446365,True,False,False
baseline,48.0,0,121.39999999999726,11,0.8000000000004235,0.8000000000004235,2.099999999998957,1.574109911608415,False,False,1.6724917810839408,0.2448209812068059,17.0,1.6737639701309668,0.4499999999979565,1.6696933383428432,16.0,0.6556870406857116,1.875,0.6572855740508414,16.0,13.145711481016829,1.875,0,False,2,-1.0,False,True,0.8926741174031823,False,False,True
baseline,48.0,0,124.39999999999893,2,0.6,0.29999999999905924,0.20000000000079865,1.305823808232663,True,False,1.3783695753566998,0.2863953719577714,19.0,1.6964582102991672,0.5999999999961148,1.5373984069628055,18.0,0.5366532823283334,1.8888888888888888,0.5610084895366265,19.0,11.22016979073253,1.894736842105263,2,True,2,0.0,True,False,0.8953529443245605,False,False,True
baseline,48.0,0,125.49999999999748,3,0.6,0.400000000000432,0.7999999999994998,1.5879094719676892,True,False,1.676126664854783,0.2578265352938471,19.0,2.1520144438232576,0.4999999999974989,2.1314108121169757,18.0,0.7440027276809493,1.8888888888888888,0.7116581860141338,19.0,14.233163720282676,1.894736842105263,3,False,2,0.0,True,False,1.1357854009067194,False,True,False
baseline,48.0,0,125.99999999999748,10,0.6,0.4000000000001762,0.09999999999956799,2.0387505257272966,True,False,2.1520144438232576,0.3520173096417795,19.0,2.130813353582773,0.04999999999749605,1.9315246874865304,18.0,0.6742293076038894,1.8888888888888888,0.7046471134512284,19.0,14.092942269024569,1.894736842105263,3,False,2,0.0,True,False,1.1245959366131304,False,True,False
baseline,48.0,0,127.09999999999783,8,0.6,0.2000000000004718,0.7000000000001734,1.5077224646601415,True,False,1.591484823807927,0.2685691251981452,19.0,1.78359956417304,0.5999999999970527,,,,,0.5898256092370504,19.0,11.796512184741008,1.894736842105263,2,True,1,0.0,True,False,0.9413442144246601,False,False,True
baseline,48.0,0,128.59999999999755,23,0.6,0.20000000000013074,1.299999999999244,1.725156358703029,True,False,1.820998378630975,0.2560372856762928,19.0,1.8101683245518232,0.049999999997453415,1.665766559526728,18.0,0.5814622206671904,1.8888888888888888,0.5986117379129423,19.0,11.972234758258846,1.894736842105263,1,False,3,0.0,True,False,0.9553666157356845,False,False,True
baseline,48.0,0,128.79999999999768,21,0.6,0.599999999999568,0.20000000000013074,1.6791427409323183,True,False,1.7724284487618915,0.2398064238640353,19.0,1.665766559526728,0.04999999999736815,1.665766559526728,18.0,0.5814622206671904,1.8888888888888888,0.5814622206671904,18.0,11.629244413343809,1.8888888888888888,2,False,2,-1.0,False,False,0.8818764138670913,False,False,True
baseline,48.0,0,129.4999999999976,24,0.6,0.5999999999995396,0.1000000000003638,1.5797122890244673,True,False,1.6726365413200242,0.304626977011122,18.0,2.179849457103469,0.249999999997641,2.179849457103469,17.0,0.8056704753374069,1.8823529411764706,0.8056704753374069,17.0,16.113409506748138,1.8823529411764706,4,False,2,-1.0,False,False,1.158045024086218,False,True,False
baseline,48.0,0,130.09999999999715,22,1.5,2.3000000000017735,0.5999999999995396,2.0256484460199666,False,True,2.1522514738962144,0.3585155754109618,17.0,2.24502384084984,0.5499999999983061,2.233153972565757,16.0,0.8769575143184305,1.875,0.8816188006934746,16.0,17.632376013869493,1.875,2,False,2,-1.0,False,False,1.197346048453248,False,True,False
baseline,48.0,0,135.9999999999968,14,0.6000000000007617,0.6000000000007617,0.8999999999989257,1.527480941941339,False,False,1.6078746757277254,0.3019647377417689,20.0,1.853751840357494,0.24999999999994316,1.853751840357494,19.0,0.6130245434995434,1.894736842105263,0.6130245434995434,19.0,12.260490869990868,1.894736842105263,1,False,2,-1.0,False,False,0.9783690268553441,False,False,True
baseline,48.0,0,136.69999999999754,23,0.6,0.10000000000013642,0.09999999999999432,1.793325766529835,True,False,1.8877113331893,0.3627089192025618,20.0,1.9226789443433652,0.19999999999933493,,,,,0.5752641949296091,21.0,11.505283898592182,1.9047619047619047,3,False,2,1.0,True,False,1.0094064457802667,True,False,False
baseline,48.0,0,138.4999999999963,20,0.7000000000007844,0.7000000000007844,0.39999999999915303,1.4264170288008,False,False,1.4943416492198858,0.3143249381185984,22.0,1.4758908265360555,9.379164112033322e-13,1.3290985302011804,21.0,0.397665350321621,1.9047619047619047,0.4215134343769309,22.0,8.430268687538618,1.9090909090909092,2,False,2,0.0,True,False,0.7730856710426958,False,False,True
baseline,48.0,0,139.1999999999971,22,1.200000000000017,1.200000000000017,0.7000000000007844,1.2745401469773223,False,False,1.3382671543261884,0.2072828614449929,21.0,2.14909103549228,0.4000000000004036,2.1343692041608184,20.0,0.6705318611839921,1.9,0.6751568608998229,20.0,13.503137217996457,1.9,1,False,2,-1.0,False,False,1.131100544995937,False,True,False
baseline,48.0,0,140.3999999999971,12,1.5,3.5999999999996817,1.200000000000017,1.8975939274623006,False,True,1.9974672920655796,0.2781739217184962,20.0,1.997875884334091,0.2500000000006253,1.997875884334091,19.0,0.6606854948429675,1.894736842105263,0.6606854948429675,19.0,13.21370989685935,1.894736842105263,0,False,2,-1.0,False,True,1.054434494509659,False,True,False
baseline,48.0,0,144.1999999999969,13,0.6,0.5000000000006537,0.20000000000010232,1.319934693304076,True,False,1.38940494032008,0.2337270851642949,20.0,1.8933050012812795,0.5500000000017735,1.8736843978003903,19.0,0.6196161199237391,1.894736842105263,0.5947993083030081,20.0,11.895986166060162,1.9,2,True,2,0.0,True,False,0.9964763164638314,True,False,False
baseline,48.0,0,145.19999999999683,3,0.6,0.4000000000005173,0.49999999999928946,1.6429159725210234,True,False,1.729385234232656,0.2784733908322161,20.0,1.705979340497184,1.9326762412674725e-12,1.5519697041507452,19.0,0.5132270127530427,1.894736842105263,0.5359492163281914,20.0,10.718984326563827,1.9,3,False,2,0.0,True,False,0.8978838634195705,False,False,True
baseline,48.0,0,145.59999999999735,25,0.6,0.399999999999892,0.4000000000005173,1.4698268328094084,True,False,1.551483879076598,0.2532562100702681,19.0,1.6415635604921313,0.5500000000016314,1.622584129325925,18.0,0.5663887089468576,1.8888888888888888,0.5730137802269759,18.0,11.460275604539518,1.8888888888888888,3,True,2,-1.0,False,False,0.8690630614370107,False,False,True
baseline,48.0,0,145.99999999999724,7,0.6,0.4999999999990621,0.399999999999892,1.540344244445782,True,False,1.630952729413181,0.2592427975139473,18.0,2.1535012861130505,0.5500000000018304,2.052505755052517,17.0,0.7586043531204423,1.8823529411764706,0.7517137577721034,18.0,15.034275155442067,1.8888888888888888,3,True,2,0.0,True,False,1.1400889161774974,False,True,False
baseline,48.0,0,146.89999999999674,10,0.6,0.30000000000035243,0.400000000000432,1.9872812181346413,True,False,2.104180113319032,0.3752473731935605,18.0,2.09331551045071,2.4158453015843406e-12,1.917525878017574,17.0,0.7087159072292151,1.8823529411764706,0.7307049588086132,18.0,14.614099176172264,1.8888888888888888,3,False,2,0.0,True,False,1.1082258584739053,False,True,False
baseline,48.0,0,149.39999999999614,16,0.8999999999999488,0.8999999999999488,0.9999999999990337,1.4110372072086108,False,False,1.4894281631646449,0.3125714092354108,19.0,2.094786917045929,0.250000000003638,2.094786917045929,18.0,0.7312185766030557,1.8888888888888888,0.7312185766030557,18.0,14.624371532061113,1.8888888888888888,1,False,2,-1.0,False,False,1.10900483843608,False,True,False
baseline,48.0,0,150.2999999999961,20,0.6,0.100000000000108,0.8999999999999488,1.8650536209454514,True,False,1.9747626574716544,0.3550994618298069,18.0,1.958975765649128,3.836930773104541e-12,1.6730495231155305,16.0,0.6570050113639572,1.875,0.6838115415470822,18.0,13.676230830941645,1.8888888888888888,4,False,3,0.0,True,False,1.0371048171083619,False,True,False
baseline,48.0,0,150.299999999997,12,0.6,0.09999999999919851,0.9000000000008583,1.8650536209454514,True,False,1.9747626574716544,0.3550994618298069,18.0,1.958975765649128,2.9274360713316128e-12,1.6730495231155305,16.0,0.6570050113639572,1.875,0.6838115415470822,18.0,13.676230830941645,1.8888888888888888,4,False,3,0.0,True,False,1.0371048171083619,False,True,False
baseline,48.0,0,150.3999999999962,9,0.6,0.49999999999943157,0.09999999999919851,1.8282213183980462,True,False,1.935763748892049,0.347410737089476,18.0,1.9254118462311065,3.751665644813329e-12,1.6730495231155305,16.0,0.6570050113639572,1.875,0.6720955234727115,18.0,13.44191046945423,1.8888888888888888,3,False,3,0.0,True,False,1.0193356832988212,True,False,False
baseline,48.0,0,150.89999999999563,19,1.300000000001262,1.300000000001262,0.49999999999943157,1.7475836868535544,False,False,1.8724110930573796,0.3819775473116172,15.0,1.8683363509100577,4.433786671143025e-12,1.725976923448521,14.0,0.7746166318530552,1.8571428571428572,0.7826069005938399,15.0,15.652138011876797,1.8666666666666667,3,False,2,0.0,True,False,1.0008944737018166,True,False,False
baseline,48.0,0,152.29999999999688,8,0.6,0.3000000000002103,0.09999999999999432,1.5748630005370428,True,False,1.6873532148611172,0.2551362060637235,15.0,2.698804776905891,0.2500000000035527,2.698804776905891,14.0,1.2112207515143698,1.8571428571428572,1.2112207515143698,14.0,24.224415030287396,1.8571428571428572,2,False,3,-1.0,True,False,1.4532025721800952,False,True,False
